Title,Genre,Console,Publisher,Total Sales (m),NA Sales (m),EU Sales (m),JP Sales (m),Other Sales (m),Release Month,Release Year
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,Role-Playing,3DS,Namco Bandai Games,0.06,0.0,0.0,0.06,0.0,4,2014
Zill O'll Infinite Plus,Role-Playing,PSP,KOEI,0.06,0.0,0.0,0.06,0.0,1,2009
Crimson Gem Saga,Role-Playing,PSP,Atlus,0.06,0.06,0.0,0.0,0.0,5,2009
Growlanser: Wayfarer of Time,Role-Playing,PSP,Atlus,0.06,0.0,0.0,0.06,0.0,7,2012
Arc the Lad: End of Darkness,Role-Playing,PS2,Namco,0.06,0.03,0.02,0.0,0.01,6,2005
Victor Vran: Overkill Edition,Role-Playing,NS,Wired Productions,0.06,0.06,0.0,0.0,0.01,8,2018
The Legend of Heroes: Trails in the Sky SC,Role-Playing,PSP,Falcom Corporation,0.06,0.0,0.0,0.06,0.0,12,2007
Chaos Rings III,Role-Playing,PSV,Square Enix,0.06,0.0,0.0,0.06,0.0,10,2014
Omega Labyrinth,Role-Playing,PSV,D3Publisher,0.06,0.0,0.0,0.06,0.0,11,2015
Lord of Magna: Maiden Heaven,Role-Playing,3DS,Xseed Games,0.06,0.0,0.0,0.06,0.0,6,2015
UnchainBlades ReXX,Role-Playing,PSP,Atlus,0.06,0.0,0.0,0.06,0.0,12,2012
Di-Gata Defenders,Role-Playing,DS,Game Factory,0.06,0.06,0.0,0.0,0.0,9,2008
Atelier Iris 2: The Azoth Of Destiny,Role-Playing,PS2,NIS America,0.06,0.03,0.02,0.0,0.01,4,2006
From The Abyss,Role-Playing,DS,Aksys Games,0.06,0.06,0.0,0.0,0.0,8,2008
Wasteland 2,Role-Playing,XOne,Deep Silver,0.06,0.05,0.01,0.0,0.01,10,2015
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,Role-Playing,PSV,Idea Factory,0.06,0.02,0.01,0.02,0.01,9,2016
EverQuest II: Destiny of Velious,Role-Playing,PC,Sony Online Entertainment,0.06,0.06,0.0,0.0,0.01,2,2011
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,Role-Playing,PS4,Tecmo Koei,0.06,0.03,0.0,0.03,0.01,3,2018
Alien Syndrome,Role-Playing,Wii,Sega,0.06,0.05,0.0,0.0,0.0,7,2007
Stranger of Sword City,Role-Playing,PSV,NIS America,0.06,0.04,0.01,0.0,0.02,4,2016
Mega Man Battle Network 5: Double Team DS (US sales),Role-Playing,DS,Capcom,0.06,0.06,0.0,0.0,0.0,11,2005
Sword Art Online: Game Director's Edition,Role-Playing,PS4,Namco Bandai Games,0.06,0.0,0.0,0.06,0.0,11,2015
Summon Night 2,Role-Playing,DS,Bandai,0.06,0.0,0.0,0.06,0.0,8,2008
Warriors of the Lost Empire,Role-Playing,PSP,UFO Interactive,0.06,0.05,0.0,0.0,0.0,12,2007
Toriko: Gourmet Battle!,Role-Playing,3DS,Namco Bandai Games,0.06,0.0,0.0,0.06,0.0,7,2013
Dragon Quest X: All in One Package,Role-Playing,PS4,Square Enix,0.06,0.0,0.0,0.06,0.0,8,2017
Record of Lodoss War: Eiyuu Sensou,Role-Playing,SCD,Sega,0.06,0.0,0.0,0.06,0.0,5,1994
Dungeon Travelers 2-2: The Maiden Who Fell into Darkness and the Book of Beginnings,Role-Playing,PSV,Aquaplus,0.06,0.0,0.0,0.06,0.0,4,2017
Shadows Awakening,Role-Playing,PS4,Kalypso Media,0.06,0.05,0.0,0.0,0.01,9,2018
Metal Max 4: Gekkou no Diva,Role-Playing,3DS,Kadokawa Shoten,0.06,0.0,0.0,0.06,0.0,11,2013
PoPoLoCrois,Role-Playing,PSP,Agetec,0.06,0.05,0.0,0.0,0.0,11,2005
Disgaea 1 Complete,Role-Playing,NS,NIS America,0.06,0.03,0.01,0.01,0.0,10,2018
Tokyo Ghoul: Jail,Role-Playing,PSV,Namco Bandai Games,0.06,0.0,0.0,0.06,0.0,10,2015
Nendoroid Generation,Role-Playing,PSP,Namco Bandai Games,0.06,0.0,0.0,0.06,0.0,2,2012
Portal Knights,Role-Playing,NS,505 Games,0.06,0.02,0.02,0.01,0.0,2,2018
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,Role-Playing,DS,Marvelous Interactive,0.06,0.0,0.0,0.06,0.0,4,2010
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,Role-Playing,DS,Square Enix,0.06,0.0,0.0,0.06,0.0,10,2008
Sacred 2: Fallen Angel,Role-Playing,PC,CDV Software Entertainment,0.06,0.0,0.05,0.0,0.01,11,2008
Star Ocean 5: Integrity and Faithlessness,Role-Playing,PS3,Square Enix,0.06,0.0,0.0,0.06,0.0,4,2016
Mana Khemia: Alchemists of Al-Revis,Role-Playing,PS2,NIS America,0.06,0.03,0.02,0.0,0.01,4,2008
Zone of the Enders: The Fist of Mars,Role-Playing,GBA,Konami,0.06,0.04,0.02,0.0,0.0,3,2002
Senritsu no Stratus,Role-Playing,PSP,Konami,0.06,0.0,0.0,0.06,0.0,10,2011
Refrain no Chika Meikyuu to Majo no Ryodan,Role-Playing,PSV,Nippon Ichi Software,0.06,0.0,0.0,0.06,0.0,6,2016
Etrian Mystery Dungeon 2,Role-Playing,3DS,Atlus,0.06,0.0,0.0,0.06,0.0,8,2017
Tsugunai: Atonement,Role-Playing,PS2,Atlus,0.06,0.02,0.01,0.02,0.0,11,2001
Lost Kingdoms II,Role-Playing,GC,Activision,0.06,0.04,0.01,0.0,0.0,5,2003
Blade Dancer: Lineage of Light,Role-Playing,PSP,Nippon Ichi Software,0.06,0.05,0.0,0.0,0.0,7,2006
Kaite Shabette Hajimeyou! Monster Farm DS,Role-Playing,DS,Tecmo,0.06,0.0,0.0,0.06,0.0,7,2007
Exist Archive: The Other Side of the Sky,Role-Playing,PS4,Aksys Games,0.06,0.02,0.0,0.03,0.0,10,2016
Generation of Chaos,Role-Playing,PSP,NIS America,0.06,0.05,0.0,0.0,0.0,2,2006
Battle Chasers: Nightwar,Role-Playing,PS4,THQ Nordic,0.06,0.03,0.02,0.0,0.01,10,2017
Ken to Mahou to Gakuen Mono. 3D,Role-Playing,3DS,Acquire,0.06,0.0,0.0,0.06,0.0,7,2011
Dungeon Explorer: Warriors of Ancient Arts,Role-Playing,DS,Hudson Entertainment,0.06,0.05,0.0,0.0,0.0,2,2008
The Legend of Heroes: Trails in the Sky Second Chapter,Role-Playing,PSP,Activision,0.06,0.0,0.0,0.06,0.0,6,2007
Izuna 2: The Unemployed Ninja Returns,Role-Playing,DS,Atlus,0.06,0.05,0.0,0.0,0.0,7,2008
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,Role-Playing,PSP,Atlus,0.06,0.0,0.0,0.06,0.0,4,2010
Medabots: Metabee / Rokusho,Role-Playing,GBA,Natsume,0.05,0.04,0.01,0.0,0.0,3,2003
Nights of Azure,Role-Playing,PS3,Tecmo Koei,0.05,0.0,0.0,0.05,0.0,3,2016
Phantasy Star Online Episode I & II Plus,Role-Playing,GC,Sega,0.05,0.04,0.01,0.0,0.0,9,2004
Hyperdimension Neptunia Re;Birth2: Sisters Generation,Role-Playing,PSV,Idea Factory International,0.05,0.03,0.01,0.0,0.01,1,2015
Dual Hearts,Role-Playing,PS2,Atlus,0.05,0.03,0.02,0.0,0.01,9,2002
Call of Cthulhu,Role-Playing,XOne,Focus Home Interactive,0.05,0.05,0.0,0.0,0.01,10,2018
Valkyria Revolution,Role-Playing,PSV,Sega,0.05,0.0,0.0,0.05,0.0,6,2017
Lufia: The Ruins of Lore,Role-Playing,GBA,Atlus,0.05,0.04,0.01,0.0,0.0,5,2003
Medabots: Infinity,Role-Playing,GC,Natsume,0.05,0.04,0.01,0.0,0.0,12,2003
Demon Gaze 2,Role-Playing,PSV,NIS America,0.05,0.01,0.0,0.04,0.0,11,2017
Black Sigil: Blade of the Exiled,Role-Playing,DS,Graffiti,0.05,0.05,0.0,0.0,0.0,6,2009
Doraemon 2: Nobita no Toizurando Daibouken,Role-Playing,SNES,Epoch,0.05,0.0,0.0,0.05,0.0,12,1993
Dengeki Gakuen RPG: Cross of Venus,Role-Playing,DS,ASCII Media Works,0.05,0.0,0.0,0.05,0.0,3,2009
Rhapsody: A Musical Adventure,Role-Playing,DS,NIS America,0.05,0.05,0.0,0.0,0.0,9,2008
Arcania: Gothic 4,Role-Playing,PS4,Nordic Games,0.05,0.04,0.0,0.0,0.01,5,2015
Growlanser: Heritage of War (jp sales),Role-Playing,PS2,Atlus,0.05,0.0,0.0,0.05,0.0,9,2007
The Nightmare of Druaga: Fushigino Dungeon,Role-Playing,PS2,Namco,0.05,0.03,0.02,0.0,0.01,10,2004
Hunted: The Demon's Forge,Role-Playing,PC,Bethesda Softworks,0.05,0.03,0.01,0.0,0.0,5,2011
Fallout: Brotherhood of Steel,Role-Playing,XB,Interplay,0.05,0.04,0.01,0.0,0.0,1,2004
Hero Bank 2,Role-Playing,3DS,Sega,0.05,0.0,0.0,0.05,0.0,11,2014
RPG Tsukuru DS,Role-Playing,DS,Enterbrain,0.05,0.0,0.0,0.05,0.0,3,2010
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,Role-Playing,DS,Sega,0.05,0.0,0.0,0.05,0.0,3,2008
Sacred 3,Role-Playing,X360,Deep Silver,0.05,0.03,0.02,0.0,0.0,1,2014
Lagoon,Role-Playing,SNES,Kemco,0.05,0.0,0.0,0.05,0.0,12,1991
New Tokyo Legacy: Operation Babel,Role-Playing,PSV,NIS America,0.05,0.01,0.0,0.04,0.0,5,2017
Sigma Star Saga,Role-Playing,GBA,Namco,0.05,0.04,0.01,0.0,0.0,8,2005
Child of Light,Role-Playing,PS4,Ubisoft,0.05,0.0,0.01,0.04,0.0,4,2014
Phantasy Star Online 2 Episode 4: Deluxe Package,Role-Playing,PS4,Sega,0.05,0.0,0.0,0.05,0.0,4,2017
Demon Gaze 2,Role-Playing,PS4,NIS America,0.05,0.04,0.0,0.0,0.01,11,2017
Doraemon: Nobita no Kyouryuu 2006 DS,Role-Playing,DS,Sega,0.05,0.0,0.0,0.05,0.0,3,2006
Dokapon Journey,Role-Playing,DS,Atlus,0.05,0.05,0.0,0.0,0.0,4,2009
Summon Night X: Tears Crown,Role-Playing,DS,Namco Bandai,0.05,0.0,0.0,0.05,0.0,11,2009
Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,Role-Playing,PSV,Tecmo Koei,0.05,0.0,0.0,0.05,0.0,1,2015
Blazing Souls: Accelate,Role-Playing,PSP,Aksys Games,0.05,0.04,0.0,0.01,0.01,10,2010
Metal Max 2 Reloaded,Role-Playing,DS,Unknown,0.05,0.0,0.0,0.05,0.0,12,2011
Arx Fatalis,Role-Playing,XB,DreamCatcher Interactive,0.05,0.04,0.01,0.0,0.0,12,2003
Venetica,Role-Playing,PC,Atari,0.05,0.0,0.04,0.0,0.01,1,2011
Orcs & Elves,Role-Playing,DS,Electronic Arts,0.05,0.05,0.0,0.0,0.0,11,2007
NAtURAL DOCtRINE,Role-Playing,PS3,NIS America,0.05,0.03,0.01,0.01,0.01,9,2014
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,Role-Playing,PSP,Spike,0.05,0.0,0.0,0.05,0.0,1,2010
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,Role-Playing,3DS,Square Enix,0.05,0.0,0.0,0.05,0.0,6,2013
Metal Max Xeno,Role-Playing,PS4,NIS America,0.05,0.02,0.0,0.03,0.0,9,2018
The Technomancer,Role-Playing,XOne,Focus Home Interactive,0.05,0.03,0.02,0.0,0.0,6,2016
Classic Dungeon X2,Role-Playing,PSP,Nippon Ichi Software,0.05,0.0,0.0,0.05,0.0,3,2011
I am Setsuna,Role-Playing,NS,Square Enix,0.05,0.0,0.0,0.05,0.0,3,2017
Ms Saga: A New Dawn,Role-Playing,PS2,Bandai,0.05,0.02,0.02,0.0,0.01,2,2006
Next Generation of Chaos,Role-Playing,PS2,Idea Factory,0.05,0.0,0.0,0.05,0.0,4,2002
Atelier Shallie Plus: Alchemists of the Dusk Sea,Role-Playing,PSV,Tecmo Koei,0.05,0.0,0.0,0.05,0.0,1,2017
Battle Chasers: Nightwar,Role-Playing,NS,THQ Nordic,0.05,0.03,0.01,0.0,0.0,5,2018
Growlanser VI: Precarious World,Role-Playing,PS2,Atlus,0.05,0.0,0.0,0.05,0.0,6,2007
Venus & Braves: Majo to Megami to Horobi no Yogen,Role-Playing,PSP,Namco Bandai,0.05,0.0,0.0,0.05,0.0,1,2011
Pillars of Eternity,Role-Playing,XOne,Paradox Interactive,0.05,0.04,0.0,0.0,0.01,8,2017
Atelier Ayesha Plus: The Alchemist of Dusk,Role-Playing,PSV,Tecmo Koei,0.05,0.0,0.0,0.05,0.0,1,2015
Monster Hunter Frontier G,Role-Playing,PS3,Capcom,0.05,0.0,0.0,0.05,0.0,11,2013
Medabots 9: Metabee Ver. / Rokusho Ver.,Role-Playing,3DS,Rocket Company,0.05,0.0,0.0,0.05,0.0,12,2015
Summoner: A Goddess Reborn,Role-Playing,GC,THQ,0.05,0.04,0.01,0.0,0.0,1,2003
Kiniro no Corda 2 Encore,Role-Playing,PS2,KOEI,0.05,0.0,0.0,0.05,0.0,9,2007
Guild Wars Trilogy,Role-Playing,PC,NCSoft,0.05,0.0,0.04,0.0,0.01,4,2005
Beyond Oasis,Role-Playing,GEN,Sega,0.05,0.0,0.0,0.05,0.0,12,1994
Hoshigami: Ruining Blue Earth,Role-Playing,PS,Atlus,0.05,0.03,0.02,0.0,0.0,12,2001
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,Role-Playing,DS,Square Enix,0.05,0.0,0.0,0.05,0.0,12,2008
Ys: The Ark of Napishtim,Role-Playing,PSP,Konami,0.05,0.04,0.0,0.0,0.0,2,2006
Ray Gigant,Role-Playing,PSV,Acttil,0.05,0.0,0.0,0.05,0.0,5,2016
Brave Story: New Traveller (jp sales),Role-Playing,PSP,Xseed Games,0.05,0.0,0.0,0.05,0.0,7,2007
Hyperdimension Neptunia Re;Birth2: Sisters Generation,Role-Playing,PSV,Compile Heart,0.05,0.0,0.0,0.05,0.0,3,2014
God Wars: Future Past,Role-Playing,PSV,NIS America,0.05,0.01,0.0,0.03,0.0,6,2017
Nora to Koku no Koubou: Kiri no Mori no Majo,Role-Playing,DS,Atlus,0.05,0.0,0.0,0.05,0.0,7,2011
Summon Night Craft Sword Monogatari: Hajimari no Ishi,Role-Playing,GBA,Banpresto,0.04,0.0,0.0,0.04,0.0,12,2005
Mana Khemia: Alchemists of Al-Revis (JP sales),Role-Playing,PS2,NIS America,0.04,0.0,0.0,0.04,0.0,4,2008
Beyblade Burst: God,Role-Playing,3DS,FuRyu Corporation,0.04,0.0,0.0,0.04,0.0,11,2017
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,Role-Playing,PSV,Experience Inc.,0.04,0.0,0.0,0.04,0.0,1,2015
Megadimension Neptunia VII,Role-Playing,PS4,Idea Factory International,0.04,0.0,0.0,0.04,0.0,2,2016
Boktai 2: Solar Boy Django,Role-Playing,GBA,Konami,0.04,0.03,0.01,0.0,0.0,10,2004
Genkai Tokki: Seven Pirates,Role-Playing,PSV,Compile Heart,0.04,0.0,0.0,0.04,0.0,8,2016
The Dark Spire,Role-Playing,DS,Atlus,0.04,0.04,0.0,0.0,0.0,4,2009
Lost Sphear,Role-Playing,NS,Square Enix,0.04,0.0,0.02,0.02,0.0,1,2018
Megadimension Neptunia VIIR,Role-Playing,PS4,Idea Factory International,0.04,0.01,0.0,0.03,0.0,5,2018
Advance Guardian Heroes,Role-Playing,GBA,Ubisoft,0.04,0.03,0.01,0.0,0.0,9,2004
Dragon's Dogma: Dark Arisen,Role-Playing,XOne,Capcom,0.04,0.04,0.0,0.0,0.0,10,2017
Record of Agarest War Mariage,Role-Playing,PSP,Compile Heart,0.04,0.0,0.0,0.04,0.0,7,2012
Little Battlers eXperience W,Role-Playing,PSV,Level 5,0.04,0.0,0.0,0.04,0.0,10,2012
Langrisser: Re:Incarnation Tensei,Role-Playing,3DS,Aksys Games,0.04,0.03,0.0,0.01,0.0,4,2016
Valkyria Revolution,Role-Playing,XOne,Sega,0.04,0.04,0.0,0.0,0.0,6,2017
Lise no Atelier: Ordre no Renkinjutsushi,Role-Playing,DS,Gust,0.04,0.0,0.0,0.04,0.0,4,2007
Dragon's Dogma Online,Role-Playing,PS3,Capcom,0.04,0.0,0.0,0.04,0.0,8,2015
Hero Must Die,Role-Playing,PSV,Nippon Ichi Software,0.04,0.0,0.0,0.04,0.0,2,2016
Ar Nosurge: Ode to an Unborn Star,Role-Playing,PSV,Tecmo Koei,0.04,0.0,0.0,0.04,0.0,7,2015
Phantom Kingdom Portable,Role-Playing,PSP,Nippon Ichi Software,0.04,0.0,0.0,0.04,0.0,10,2011
The Legend of Heroes: Trails in the Sky SC Evolution,Role-Playing,PSV,Kadokawa Games,0.04,0.0,0.0,0.04,0.0,12,2015
Dungeon Raiders,Role-Playing,DS,UFO Interactive,0.04,0.04,0.0,0.0,0.0,2,2011
Dark Half,Role-Playing,SNES,Enix,0.04,0.0,0.0,0.04,0.0,5,1996
Battle Spirits: Digital Starter,Role-Playing,DS,Namco Bandai,0.04,0.0,0.0,0.04,0.0,8,2010
Mazes of Fate DS,Role-Playing,DS,Graffiti,0.04,0.04,0.0,0.0,0.0,8,2008
Syberia III,Role-Playing,PC,Microids,0.04,0.02,0.02,0.0,0.0,4,2017
Fushigi no Dungeon - Furai no Shiren 4 Plus: Kami no Hitomi to Akuma no Heso,Role-Playing,PSP,Spike,0.04,0.0,0.0,0.04,0.0,10,2012
The Legend of Heroes: Trails in the Sky Third Chapter,Role-Playing,PSV,Nihon Falcom Corporation,0.04,0.0,0.0,0.04,0.0,7,2016
Metal Max Returns,Role-Playing,SNES,Data East,0.04,0.0,0.0,0.04,0.0,9,1995
UnchainBlades ReXX,Role-Playing,3DS,Atlus,0.04,0.0,0.0,0.04,0.0,12,2012
Elex,Role-Playing,XOne,THQ Nordic,0.04,0.04,0.0,0.0,0.0,10,2017
Harukanaru Toki no Naka de 5,Role-Playing,PSP,Tecmo Koei,0.04,0.0,0.0,0.04,0.0,2,2011
Saru! Get You! Pipo Saru Senki,Role-Playing,PSP,Sony Computer Entertainment,0.04,0.0,0.0,0.04,0.0,3,2009
Atelier Iris 3: Grand Phantasm (JP Sales),Role-Playing,PS2,NIS America,0.04,0.0,0.0,0.04,0.0,5,2007
Atelier Sophie: The Alchemist of the Mysterious Book,Role-Playing,PS3,Tecmo Koei,0.04,0.0,0.0,0.04,0.0,11,2015
The Legend of Heroes: Trails in the Sky FC,Role-Playing,PS3,Falcom Corporation,0.04,0.0,0.0,0.04,0.0,12,2012
Battle Chasers: Nightwar,Role-Playing,XOne,THQ Nordic,0.04,0.04,0.0,0.0,0.0,10,2017
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,Role-Playing,3DS,Rocket Company,0.04,0.0,0.0,0.04,0.0,3,2016
Drakensang: The Dark Eye,Role-Playing,PC,THQ,0.04,0.03,0.0,0.0,0.0,2,2009
Shadows Awakening,Role-Playing,XOne,Kalypso Media,0.04,0.03,0.0,0.0,0.0,9,2018
Super Hero Generation,Role-Playing,PSV,Namco Bandai Games,0.04,0.0,0.0,0.04,0.0,10,2014
Klonoa Heroes: Densetsu no Star Medal,Role-Playing,GBA,Namco,0.04,0.0,0.0,0.04,0.0,12,2002
The Caligula Effect: Overdose,Role-Playing,PS4,NIS America,0.04,0.0,0.0,0.04,0.0,3,2019
Harukanaru Toki no Naka de 4: Aizouban,Role-Playing,PSP,Tecmo Koei,0.04,0.0,0.0,0.04,0.0,12,2010
Digimon Story: Cyber Sleuth - Hacker's Memory,Role-Playing,PSV,Namco Bandai Games,0.04,0.0,0.0,0.04,0.0,1,2018
Atelier Firis: The Alchemist and the Mysterious Journey,Role-Playing,PSV,Tecmo Koei,0.04,0.0,0.0,0.04,0.0,11,2016
Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,Role-Playing,PSV,Tecmo Koei,0.04,0.0,0.0,0.04,0.0,3,2017
Ragnarok Odyssey Ace,Role-Playing,PS3,Xseed Games,0.04,0.03,0.0,0.0,0.01,4,2014
Immortal Unchained,Role-Playing,PS4,Sold Out,0.04,0.03,0.0,0.0,0.01,9,2018
Magical Starsign (JP sales),Role-Playing,DS,Nintendo,0.04,0.0,0.0,0.04,0.0,10,2006
Valkyria Chronicles 4,Role-Playing,XOne,Sega,0.04,0.03,0.0,0.0,0.0,9,2018
Monster Hunter Frontier Online: Season 9.0,Role-Playing,X360,Capcom,0.04,0.0,0.0,0.04,0.0,9,2010
Steambot Chronicles,Role-Playing,PS2,Atlus,0.04,0.02,0.01,0.0,0.0,5,2006
Legasista,Role-Playing,PS3,NIS America,0.04,0.0,0.0,0.04,0.0,8,2012
Breath of Fire III,Role-Playing,PSP,Capcom,0.04,0.0,0.03,0.0,0.01,2,2016
Darkest Dungeon,Role-Playing,PS4,Red Hook Studios,0.04,0.02,0.0,0.01,0.01,4,2018
Rhapsody: A Musical Adventure,Role-Playing,PS,Atlus,0.04,0.02,0.01,0.0,0.0,3,2000
APB Reloaded,Role-Playing,PC,IGS,0.04,0.02,0.01,0.0,0.0,12,2011
Enchanted Arms (JP sales),Role-Playing,PS3,Ubisoft,0.04,0.0,0.0,0.04,0.0,4,2007
Super Hero Generation,Role-Playing,PS3,Namco Bandai Games,0.04,0.0,0.0,0.04,0.0,10,2014
Medarot 9: Kabuto Ver. / Kuwagata Ver.,Role-Playing,3DS,Rocket Company,0.04,0.0,0.0,0.04,0.0,12,2015
Kiniro no Corda 2 f,Role-Playing,PSP,KOEI,0.04,0.0,0.0,0.04,0.0,2,2009
Deception III: Dark Delusion,Role-Playing,PS,Tecmo,0.04,0.02,0.01,0.0,0.0,3,2000
Monster Kingdom: Jewel Summoner,Role-Playing,PSP,Atlus,0.04,0.0,0.0,0.04,0.0,2,2007
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,Role-Playing,DS,ChunSoft,0.04,0.0,0.0,0.04,0.0,12,2010
Zanki Zero: Last Beginning,Role-Playing,PS4,Spike Chunsoft,0.04,0.0,0.0,0.04,0.0,4,2019
"My World, My Way (US sales)",Role-Playing,DS,Atlus,0.04,0.04,0.0,0.0,0.0,2,2009
Tao Adventure: Curse Demon,Role-Playing,DS,Konami,0.04,0.03,0.0,0.0,0.0,3,2006
Might & Magic X: Legacy,Role-Playing,PC,Ubisoft,0.04,0.0,0.03,0.0,0.0,4,2014
Superdimension Neptunia VS Sega Hard Girls: Yume no Gattai Special,Role-Playing,PSV,Idea Factory,0.04,0.0,0.0,0.04,0.0,10,2016
Black Stone: Magic & Steel,Role-Playing,XB,Xicat Interactive,0.04,0.03,0.01,0.0,0.0,3,2003
Secret of Mana,Role-Playing,PSV,Square Enix,0.04,0.0,0.0,0.04,0.0,2,2018
Luminous Arc 3,Role-Playing,DS,Marvelous Interactive,0.04,0.0,0.0,0.04,0.0,12,2009
Inazuma Eleven 3: Team Ogre Attacks!,Role-Playing,3DS,Nintendo,0.03,0.0,0.03,0.0,0.0,2,2014
SaGa: Scarlet Grace,Role-Playing,PS4,Square Enix,0.03,0.0,0.0,0.03,0.0,12,2019
Planescape: Torment,Role-Playing,PC,Interplay,0.03,0.01,0.02,0.0,0.0,11,1999
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,Role-Playing,DS,Marvelous Interactive,0.03,0.0,0.0,0.03,0.0,4,2009
South Park: The Stick of Truth,Role-Playing,PS4,Ubisoft,0.03,0.03,0.0,0.0,0.01,2,2018
Superdimension Neptune vs Sega Hard Girls,Role-Playing,PSV,Idea Factory International,0.03,0.0,0.03,0.0,0.01,10,2016
Yggdra Union: We'll Never Fight Alone,Role-Playing,GBA,Atlus,0.03,0.0,0.0,0.03,0.0,11,2006
Dungeon Maker: Hunting Ground,Role-Playing,PSP,Xseed Games,0.03,0.03,0.0,0.0,0.0,6,2007
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,Role-Playing,DS,Hudson Soft,0.03,0.0,0.0,0.03,0.0,4,2011
Gothic Universe,Role-Playing,PC,DreamCatcher Interactive,0.03,0.0,0.03,0.0,0.0,10,2007
Crimson Tears,Role-Playing,PS2,Capcom,0.03,0.02,0.01,0.0,0.0,7,2004
Monster Guardians,Role-Playing,GBA,Konami,0.03,0.0,0.0,0.03,0.0,3,2001
Magna Carta Portable,Role-Playing,PSP,Banpresto,0.03,0.0,0.0,0.03,0.0,5,2006
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,Role-Playing,PSP,Nippon Ichi Software,0.03,0.0,0.0,0.03,0.0,11,2007
First Queen: Ornic Senki,Role-Playing,SNES,Culture Brain,0.03,0.0,0.0,0.03,0.0,3,1994
Alpha Protocol,Role-Playing,PC,Sega,0.03,0.0,0.03,0.0,0.01,6,2010
Utawarerumono Portable,Role-Playing,PSP,Aquaplus,0.03,0.0,0.0,0.03,0.0,5,2009
Gaia Saver Hero Saidai no Sakusen,Role-Playing,SNES,Banpresto,0.03,0.0,0.0,0.03,0.0,1,1994
Jikandia: The Timeless Land,Role-Playing,PSP,Aksys Games,0.03,0.03,0.0,0.0,0.01,3,2011
Immortal Unchained,Role-Playing,XOne,Sold Out,0.03,0.03,0.0,0.0,0.0,9,2018
The Dwarves,Role-Playing,PS4,THQ Nordic,0.03,0.03,0.0,0.0,0.01,12,2016
Toushin Toshi,Role-Playing,3DS,imageepoch Inc.,0.03,0.0,0.0,0.03,0.0,1,2014
Astonishia Story,Role-Playing,PSP,Ubisoft,0.03,0.03,0.0,0.0,0.0,6,2006
Madou Monogatari,Role-Playing,SAT,Compile,0.03,0.0,0.0,0.03,0.0,7,1998
Classic Dungeon: Fuyoku no Masoujin,Role-Playing,PSP,Nippon Ichi Software,0.03,0.0,0.0,0.03,0.0,2,2010
Darkest Dungeon,Role-Playing,NS,Merge Games,0.03,0.02,0.01,0.0,0.0,4,2018
Exstetra,Role-Playing,PSV,FuRyu Corporation,0.03,0.0,0.0,0.03,0.0,11,2013
The Legend of Heroes III: Song of the Ocean,Role-Playing,PSP,Namco Bandai,0.03,0.03,0.0,0.0,0.0,1,2007
Utawarerumono: Chiriyukusha e no Komoriuta,Role-Playing,PS4,Aqua Plus,0.03,0.0,0.0,0.03,0.0,4,2018
