Title,Genre,Console,Publisher,Total Sales (m),NA Sales (m),EU Sales (m),JP Sales (m),Other Sales (m),Release Month,Release Year
BlowOut,Shooter,GC,Majesco,0.01,0.01,0.0,0.0,0.0,11,2003
Sniper Elite III,Shooter,PC,Rebellion Developments,0.01,0.0,0.01,0.0,0.0,6,2014
Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,PC,Ubisoft,0.01,0.0,0.01,0.0,0.0,7,2007
Zero Cho Aniki,Shooter,PSP,GungHo,0.01,0.0,0.0,0.01,0.0,3,2009
Oretachi no Sabage Portable,Shooter,PSP,Best Media,0.01,0.0,0.0,0.01,0.0,12,2008
Chaos Field,Shooter,GC,O3 Entertainment,0.01,0.01,0.0,0.0,0.0,12,2005
World War II Combat: Iwo Jima,Shooter,XB,Groove Games,0.01,0.01,0.0,0.0,0.0,7,2006
Castle of Shikigami III,Shooter,X360,Arc System Works,0.01,0.0,0.0,0.01,0.0,12,2007
Deadfall Adventures,Shooter,X360,Nordic Games,0.01,0.0,0.01,0.0,0.0,7,2013
Burn Zombie Burn!,Shooter,PC,P2 Games,0.01,0.0,0.01,0.0,0.0,8,2010
Kokuga,Shooter,3DS,G.Rev,0.01,0.0,0.0,0.01,0.0,9,2012
Aliens versus Predator,Shooter,PC,Fox Interactive,0.01,0.0,0.01,0.0,0.0,4,1999
Defender,Shooter,GBA,Midway Games,0.01,0.0,0.0,0.0,0.0,11,2002
Duke Nukem Advance,Shooter,GBA,Take-Two Interactive,0.01,0.0,0.0,0.0,0.0,8,2002
Ziggurat,Shooter,XOne,Milkstone Studios,0.01,0.0,0.01,0.0,0.0,3,2015
Radirgy Noa Wii,Shooter,Wii,Milestone,0.01,0.0,0.0,0.01,0.0,2,2010
Deep Black,Shooter,PC,505 Games,0.01,0.0,0.0,0.0,0.0,1,1970
Call of Duty,Shooter,PC,Activision,0.01,0.0,0.01,0.0,0.0,10,2003
Tom Clancy's Splinter Cell,Shooter,PC,Ubisoft,0.01,0.0,0.0,0.0,0.0,2,2003
The Sims 3,Simulation,PC,Electronic Arts,7.96,1.01,6.46,0.0,0.5,6,2009
Cooking Mama,Simulation,DS,Majesco,5.66,3.09,1.92,0.07,0.58,9,2006
Microsoft Flight Simulator,Simulation,PC,Microsoft,5.12,3.22,1.69,0.0,0.2,10,1996
The Sims 4,Simulation,PC,Electronic Arts,4.1,1.2,2.6,0.0,0.3,9,2014
The Sims: Unleashed,Simulation,PC,Electronic Arts,3.76,2.03,1.56,0.0,0.17,9,2002
MySims,Simulation,DS,Electronic Arts,3.66,1.58,1.6,0.08,0.4,9,2007
Cooking Mama 2: Dinner With Friends,Simulation,DS,Majesco,3.58,1.6,1.49,0.1,0.39,11,2007
The Sims: Vacation,Simulation,PC,Electronic Arts,3.07,1.72,1.21,0.0,0.14,3,2002
Cooking Mama: Cook Off,Simulation,Wii,Majesco,2.89,1.41,1.12,0.05,0.3,3,2007
Imagine: Babyz,Simulation,DS,Ubisoft,2.87,1.3,1.26,0.0,0.31,10,2007
Imagine: Fashion Designer,Simulation,DS,Ubisoft,2.81,1.32,1.19,0.0,0.3,10,2007
The Sims,Simulation,PS2,Electronic Arts,2.77,1.41,1.12,0.0,0.24,1,2003
The Sims: Bustin' Out,Simulation,PS2,Electronic Arts,2.43,1.07,1.19,0.0,0.18,12,2003
The Sims 3,Simulation,X360,Electronic Arts,2.31,1.28,0.82,0.0,0.2,10,2010
Dance Dance Revolution X2,Simulation,PS2,Konami,2.23,1.09,0.85,0.0,0.28,10,2009
The Sims: House Party,Simulation,PC,Maxis,2.16,1.23,0.83,0.0,0.1,3,2001
SimCity 2000,Simulation,PC,Maxis,2.14,1.2,0.84,0.0,0.1,1,1993
Dance Dance Revolution Extreme,Simulation,PS2,Konami,2.13,1.04,0.81,0.0,0.27,9,2004
Dance Dance Revolution: Hottest Party,Simulation,Wii,Konami,2.07,1.35,0.53,0.0,0.19,9,2007
The Sims 2: Pets,Simulation,DS,Electronic Arts,2.07,0.92,0.93,0.0,0.22,10,2006
The Sims 3,Simulation,PS3,Electronic Arts,2.03,0.73,0.96,0.02,0.31,10,2010
The Sims: Makin' Magic,Simulation,PC,Electronic Arts,1.92,1.03,0.8,0.0,0.09,10,2003
Star Wars Rogue Leader: Rogue Squadron II,Simulation,GC,LucasArts,1.9,1.03,0.75,0.03,0.09,11,2001
The Sims: Hot Date,Simulation,PC,Electronic Arts,1.82,1.81,0.0,0.0,0.0,11,2001
DDRMAX2: Dance Dance Revolution,Simulation,PS2,Konami,1.81,1.05,0.59,0.0,0.18,9,2003
The Urbz: Sims in the City,Simulation,PS2,Electronic Arts,1.76,0.52,0.95,0.0,0.29,11,2004
Star Wars: Starfighter,Simulation,PS2,LucasArts,1.76,0.61,0.87,0.02,0.26,2,2001
Dance Dance Revolution X,Simulation,PS2,Konami,1.75,0.85,0.66,0.01,0.22,9,2008
Imagine: Teacher,Simulation,DS,Ubisoft,1.71,0.7,0.83,0.0,0.19,8,2008
Cooking Mama 3: Shop & Chop,Simulation,DS,505 Games,1.69,0.79,0.66,0.08,0.17,10,2009
Tomodachi Collection: New Life,Simulation,3DS,Nintendo,1.69,0.0,0.0,1.69,0.0,4,2013
The Sims 3: Late Night Expansion Pack,Simulation,PC,Electronic Arts,1.69,0.59,0.88,0.0,0.22,10,2010
The Sims: Superstar,Simulation,PC,Electronic Arts,1.68,1.67,0.0,0.0,0.0,5,2003
MySims,Simulation,Wii,Electronic Arts,1.65,0.9,0.54,0.04,0.17,9,2007
Kinectimals,Simulation,X360,Microsoft Game Studios,1.62,1.02,0.46,0.0,0.14,11,2010
Dance Dance Revolution: Hottest Party 2,Simulation,Wii,Konami,1.58,0.94,0.48,0.01,0.15,9,2008
MySims Kingdom,Simulation,DS,Electronic Arts,1.56,0.8,0.59,0.01,0.16,10,2008
MySims Kingdom,Simulation,Wii,Electronic Arts,1.52,0.7,0.64,0.01,0.16,10,2008
Imagine: Master Chef,Simulation,DS,Ubisoft,1.47,0.39,0.91,0.0,0.17,10,2007
The Sims 3,Simulation,Wii,Electronic Arts,1.46,0.61,0.7,0.0,0.15,11,2010
Game de Hakken!! Tamagotchi 2,Simulation,GB,Bandai,1.45,0.0,0.0,1.44,0.01,10,1997
Tamagotchi,Simulation,GB,Bandai,1.45,0.0,0.0,1.44,0.01,6,1997
The Sims 4,Simulation,PS4,Electronic Arts,1.39,0.44,0.72,0.01,0.22,11,2017
The Sims 2,Simulation,PSP,Electronic Arts,1.38,0.49,0.56,0.0,0.33,12,2005
Dance Dance Revolution (Japan),Simulation,PS,Konami,1.35,0.0,0.0,1.26,0.09,4,1999
The Sims: Bustin' Out,Simulation,GBA,Electronic Arts,1.33,0.93,0.35,0.0,0.06,12,2003
Petz Wild Animals: Dolphinz,Simulation,DS,Ubisoft,1.32,0.71,0.48,0.0,0.13,10,2007
Imagine: Wedding Designer,Simulation,DS,Ubisoft,1.28,0.55,0.59,0.0,0.14,11,2008
The Sims 2: Nightlife,Simulation,PC,Electronic Arts,1.27,1.22,0.05,0.0,0.0,9,2005
SimCity 2000,Simulation,PS,Maxis,1.22,0.68,0.46,0.0,0.08,7,1996
The Sims 2: Castaway,Simulation,Wii,Electronic Arts,1.21,0.44,0.63,0.0,0.14,10,2007
Nuclear Strike,Simulation,PS,Electronic Arts,1.19,0.66,0.45,0.0,0.08,8,1997
Soviet Strike,Simulation,PS,Electronic Arts,1.17,0.65,0.44,0.0,0.08,10,1996
Worldwide Soccer Manager 2009,Simulation,PC,Sega,1.15,0.0,1.15,0.0,0.01,11,2008
Dance Dance Revolution Extreme 2,Simulation,PS2,Konami,1.14,0.95,0.04,0.0,0.16,9,2005
Mobile Suit Gundam: Federation vs. Zeon,Simulation,PS2,Bandai,1.14,0.12,0.1,0.88,0.03,9,2002
MechAssault,Simulation,XB,Microsoft Game Studios,1.13,1.01,0.1,0.0,0.03,11,2002
Petz Dogz 2,Simulation,DS,Ubisoft,1.1,0.46,0.52,0.0,0.12,11,2007
Imagine: Babysitters,Simulation,DS,Ubisoft,1.09,0.63,0.36,0.0,0.1,10,2008
Imagine: Fashion Designer New York,Simulation,DS,Ubisoft,1.07,0.65,0.32,0.0,0.1,10,2008
Spore Creatures,Simulation,DS,Electronic Arts,1.07,0.66,0.3,0.0,0.1,9,2008
Imagine: Animal Doctor,Simulation,DS,Ubisoft,1.05,0.45,0.48,0.0,0.11,10,2007
Dance Dance Revolution SuperNOVA,Simulation,PS2,Konami,1.04,0.87,0.03,0.0,0.14,9,2006
ZhuZhu Pets,Simulation,DS,Activision,1.04,0.68,0.27,0.0,0.09,3,2010
Petz: Catz 2,Simulation,DS,Ubisoft,1.02,0.51,0.4,0.0,0.11,11,2007
EyePet,Simulation,PS3,Sony Computer Entertainment,1.01,0.37,0.52,0.04,0.09,9,2010
Littlest Pet Shop: Winter,Simulation,DS,Electronic Arts,0.98,0.58,0.31,0.0,0.1,10,2008
Dance Dance Revolution 2nd ReMIX,Simulation,PS,Konami,0.96,0.0,0.0,0.9,0.06,8,1999
PilotWings Resort,Simulation,3DS,Nintendo,0.96,0.4,0.36,0.13,0.07,3,2011
Harvest Moon 3D: A New Beginning,Simulation,3DS,Natsume,0.95,0.41,0.18,0.31,0.06,11,2012
The Sims 2,Simulation,DS,Electronic Arts,0.94,0.81,0.05,0.0,0.07,10,2005
Build-A-Bear Workshop,Simulation,DS,Game Factory,0.93,0.85,0.01,0.0,0.07,11,2007
Top Gun: Combat Zones,Simulation,PS2,Titus,0.92,0.45,0.35,0.0,0.12,10,2001
Super Momotarou Dentetsu III,Simulation,SNES,Hudson Soft,0.91,0.0,0.0,0.91,0.0,12,1994
Crimson Skies: High Road to Revenge,Simulation,XB,Microsoft Game Studios,0.87,0.65,0.19,0.0,0.03,10,2003
Cooking Mama: World Kitchen,Simulation,Wii,Majesco,0.87,0.51,0.27,0.01,0.08,11,2008
Endless Ocean: Blue World,Simulation,Wii,Nintendo,0.87,0.46,0.22,0.12,0.06,2,2010
Farming Simulator 17,Simulation,PS4,Focus Home Interactive,0.85,0.19,0.52,0.01,0.13,10,2016
Petz Dogz Fashion,Simulation,DS,Ubisoft,0.84,0.46,0.3,0.0,0.09,6,2008
Blazing Angels: Squadrons of WWII,Simulation,Wii,Ubisoft,0.84,0.74,0.04,0.0,0.06,3,2007
Harvest Moon: Tree of Tranquility,Simulation,Wii,Natsume,0.82,0.67,0.03,0.06,0.05,9,2008
Imagine: Rock Star,Simulation,DS,Ubisoft,0.81,0.4,0.33,0.0,0.09,6,2008
The Sims 2,Simulation,PS2,Electronic Arts,0.81,0.67,0.03,0.0,0.11,10,2005
Star Wars Rogue Squadron III: Rebel Strike,Simulation,GC,LucasArts,0.8,0.62,0.16,0.0,0.02,10,2003
The Sims 2: Pets,Simulation,PSP,Electronic Arts,0.8,0.19,0.39,0.0,0.22,12,2006
The Sims 2: Castaway,Simulation,PSP,Electronic Arts,0.79,0.08,0.46,0.0,0.25,10,2007
Dance Dance Revolution SuperNOVA 2,Simulation,PS2,Konami,0.79,0.64,0.03,0.02,0.1,9,2007
Armored Core 2,Simulation,PS2,Agetec,0.79,0.28,0.22,0.23,0.07,10,2000
The Sims 3,Simulation,3DS,Electronic Arts,0.77,0.3,0.38,0.03,0.07,3,2011
My Baby Girl,Simulation,DS,SouthPeak Interactive,0.76,0.61,0.09,0.0,0.06,11,2008
Zone of the Enders,Simulation,PS2,Konami,0.75,0.3,0.24,0.13,0.08,3,2001
Harvest Moon: Animal Parade,Simulation,Wii,Natsume,0.74,0.58,0.08,0.02,0.05,11,2009
The Sims 4,Simulation,XOne,Electronic Arts,0.73,0.42,0.24,0.0,0.07,11,2017
Harvest Moon DS: Island of Happiness,Simulation,DS,Natsume,0.72,0.43,0.01,0.25,0.04,8,2008
Imagine: Interior Designer,Simulation,DS,Ubisoft,0.72,0.34,0.31,0.0,0.08,11,2008
Mobile Suit Gundam: Encounters in Space,Simulation,PS2,Bandai,0.72,0.05,0.04,0.61,0.01,12,2003
The Sims 2: Castaway,Simulation,DS,Electronic Arts,0.72,0.62,0.04,0.0,0.05,10,2007
Mobile Suit Gundam: Journey to Jaburo,Simulation,PS2,Bandai,0.7,0.16,0.13,0.36,0.04,8,2001
The Sims: Medieval,Simulation,PC,Electronic Arts,0.7,0.29,0.32,0.0,0.09,3,2011
World of Zoo,Simulation,DS,THQ,0.69,0.43,0.2,0.0,0.07,10,2009
The Sims 2: Apartment Pets,Simulation,DS,Electronic Arts,0.69,0.31,0.3,0.0,0.07,8,2008
IL-2 Sturmovik: Birds of Prey,Simulation,PS3,505 Games,0.69,0.34,0.25,0.0,0.1,9,2009
Lalaloopsy,Simulation,DS,Activision,0.68,0.51,0.1,0.0,0.07,11,2011
Armored Core 3,Simulation,PS2,Agetec,0.67,0.22,0.17,0.23,0.06,9,2002
The Sims 3,Simulation,DS,Electronic Arts,0.67,0.38,0.23,0.0,0.06,10,2010
Blazing Angels: Squadrons of WWII,Simulation,PS3,Ubisoft,0.67,0.35,0.22,0.0,0.1,12,2006
The Sims 3: High-End Loft Stuff,Simulation,PC,Electronic Arts,0.66,0.01,0.54,0.0,0.11,2,2010
The Sims: Bustin' Out,Simulation,GC,Electronic Arts,0.66,0.43,0.2,0.0,0.03,12,2003
Crafting Mama,Simulation,DS,Majesco,0.65,0.39,0.2,0.01,0.05,10,2010
Paws & Claws: Pet Vet,Simulation,DS,THQ,0.64,0.59,0.0,0.0,0.05,1,2007
The Sims 3: Generations,Simulation,PC,Electronic Arts,0.63,0.4,0.23,0.0,0.0,5,2011
Dogz,Simulation,GBA,Ubisoft,0.63,0.45,0.17,0.0,0.01,11,2005
Cooking Mama 4: Kitchen Magic!,Simulation,3DS,Majesco,0.63,0.5,0.07,0.0,0.06,11,2011
The Urbz: Sims in the City,Simulation,GBA,Electronic Arts,0.62,0.37,0.22,0.0,0.03,11,2004
World of Zoo,Simulation,Wii,THQ,0.61,0.4,0.15,0.0,0.05,10,2009
Petz: Dogz Pack,Simulation,DS,Ubisoft,0.61,0.56,0.0,0.0,0.05,11,2008
Littlest Pet Shop: Garden,Simulation,DS,Electronic Arts,0.6,0.31,0.23,0.0,0.06,10,2008
BeatMania Append 3rdMix,Simulation,PS,Konami,0.6,0.0,0.0,0.56,0.04,12,1998
SimCity DS,Simulation,DS,Electronic Arts,0.6,0.33,0.03,0.21,0.03,6,2007
Littlest Pet Shop: Jungle,Simulation,DS,Electronic Arts,0.6,0.34,0.2,0.0,0.06,10,2008
Harvest Moon: Friends of Mineral Town,Simulation,GBA,Natsume,0.59,0.34,0.13,0.11,0.01,11,2003
Tokimeki Memorial: Forever with You,Simulation,PS,Konami,0.58,0.0,0.0,0.55,0.04,10,1995
Farming Simulator 19,Simulation,PC,Focus Home Interactive,0.58,0.0,0.55,0.0,0.03,11,2018
Disney Magic World 2,Simulation,3DS,Nintendo,0.58,0.07,0.25,0.23,0.02,10,2016
Petz Dogz 2,Simulation,Wii,Ubisoft,0.57,0.52,0.01,0.0,0.04,11,2007
Harvest Moon: The Tale of Two Towns,Simulation,DS,Natsume,0.57,0.27,0.06,0.22,0.03,9,2011
Harvest Moon: Sunshine Islands,Simulation,DS,Natsume,0.57,0.35,0.03,0.17,0.03,11,2009
The Sims 3: World Adventures,Simulation,PC,Electronic Arts,0.57,0.02,0.18,0.0,0.37,11,2009
Petz Wild Animals: Tigerz,Simulation,DS,Ubisoft,0.56,0.52,0.0,0.0,0.04,2,2008
The Sims: Bustin' Out,Simulation,XB,Electronic Arts,0.56,0.4,0.14,0.0,0.02,12,2003
Petz Dogz 2,Simulation,PS2,Ubisoft,0.56,0.28,0.21,0.0,0.07,11,2007
Dogz,Simulation,DS,Ubisoft,0.56,0.5,0.01,0.0,0.04,11,2006
Catz,Simulation,DS,Ubisoft,0.55,0.49,0.02,0.0,0.04,11,2006
Purr Pals,Simulation,DS,Crave Entertainment,0.55,0.18,0.35,0.0,0.02,3,2007
ZhuZhu Pets 2: Featuring The Wild Bunch,Simulation,DS,Activision,0.55,0.4,0.11,0.0,0.04,10,2010
Petz Catz Clan,Simulation,DS,Ubisoft,0.55,0.47,0.03,0.0,0.04,11,2008
Viva Pinata: Pocket Paradise,Simulation,DS,THQ,0.55,0.26,0.23,0.0,0.06,9,2008
Dance Dance Revolution Ultramix,Simulation,XB,Konami,0.54,0.42,0.11,0.0,0.02,11,2003
Petz Nursery,Simulation,DS,Ubisoft,0.54,0.5,0.0,0.0,0.04,11,2009
The Sims 3: Pets,Simulation,PC,Electronic Arts,0.54,0.54,0.0,0.0,0.0,10,2011
Seaman,Simulation,DC,Sega,0.52,0.0,0.0,0.52,0.0,8,2000
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,Simulation,DS,Electronic Arts,0.52,0.49,0.0,0.0,0.03,10,2010
We Cheer,Simulation,Wii,Namco Bandai,0.52,0.47,0.0,0.0,0.04,9,2008
The Sims 2: Open for Business,Simulation,PC,Electronic Arts,0.52,0.46,0.05,0.0,0.0,2,2006
SimAnimals,Simulation,DS,Electronic Arts,0.52,0.26,0.21,0.0,0.05,1,2009
IL-2 Sturmovik: Birds of Prey,Simulation,X360,505 Games,0.51,0.23,0.23,0.0,0.05,9,2009
Paws & Claws: Dogs & Cats Best Friends,Simulation,DS,THQ,0.5,0.46,0.01,0.0,0.04,10,2007
Star Wars: Jedi Starfighter,Simulation,PS2,LucasArts,0.5,0.24,0.19,0.0,0.06,3,2002
Hometown Story,Simulation,3DS,Natsume,0.5,0.29,0.13,0.04,0.04,10,2013
Dance Dance Revolution Universe 2,Simulation,X360,Konami,0.5,0.46,0.0,0.0,0.04,12,2007
Story of Seasons: Trio of Towns,Simulation,3DS,Marvelous Interactive,0.49,0.19,0.06,0.22,0.03,2,2017
Babysitting Mama,Simulation,Wii,Majesco,0.49,0.33,0.12,0.0,0.04,11,2010
The Sims,Simulation,GC,Electronic Arts,0.49,0.35,0.13,0.0,0.01,3,2003
SimCity 2000,Simulation,SNES,Black Pearl,0.49,0.0,0.0,0.49,0.0,11,1996
Zoo Tycoon (2013),Simulation,XOne,Microsoft Studios,0.48,0.25,0.18,0.0,0.04,11,2013
Secret Weapons Over Normandy,Simulation,PS2,LucasArts,0.48,0.24,0.18,0.0,0.06,11,2003
Harvest Moon 64,Simulation,N64,Natsume,0.48,0.25,0.06,0.11,0.06,11,1999
Bratz: The Movie,Simulation,PS2,THQ,0.48,0.24,0.18,0.0,0.06,9,2007
Euro Truck Simulator,Simulation,PC,SCS Software,0.48,0.0,0.43,0.0,0.04,3,2013
Jurassic World Evolution,Simulation,PS4,Frontier Developments,0.47,0.14,0.25,0.0,0.08,7,2018
Microsoft Flight Simulator X,Simulation,PC,Microsoft Game Studios,0.47,0.02,0.41,0.0,0.04,10,2006
The Sims 2: Pets,Simulation,Wii,Electronic Arts,0.47,0.41,0.03,0.0,0.04,6,2007
Viva Pinata: Trouble in Paradise,Simulation,X360,Microsoft Game Studios,0.47,0.16,0.25,0.01,0.05,9,2008
Petz Sports,Simulation,Wii,Ubisoft,0.47,0.42,0.01,0.0,0.04,11,2008
Dance Dance Revolution: Mario Mix,Simulation,GC,Nintendo,0.47,0.36,0.09,0.0,0.01,10,2005
Farming Simulator 19,Simulation,PS4,Focus Home Interactive,0.47,0.13,0.26,0.0,0.07,11,2018
SimCity Creator,Simulation,Wii,Electronic Arts,0.46,0.36,0.03,0.04,0.04,9,2008
Warhawk,Simulation,PS,Sony Computer Entertainment,0.46,0.25,0.17,0.0,0.03,11,1995
Harvest Moon DS (US sales),Simulation,DS,Natsume,0.45,0.4,0.05,0.0,0.0,9,2006
The Sims 3: Ambitions,Simulation,PC,Electronic Arts,0.45,0.0,0.29,0.0,0.16,6,2010
The Sims 3: Outdoor Living Stuff,Simulation,PC,Electronic Arts,0.45,0.0,0.38,0.0,0.07,2,2011
Style Savvy: Styling Star,Simulation,3DS,Nintendo,0.45,0.0,0.29,0.14,0.02,12,2017
Discovery Kids: Kitten Corner,Simulation,DS,505 Games,0.45,0.42,0.0,0.0,0.03,3,2009
Petz: Catz 2,Simulation,Wii,Ubisoft,0.44,0.4,0.01,0.0,0.03,11,2007
Dance Dance Revolution: Hottest Party 3,Simulation,Wii,Konami,0.44,0.26,0.14,0.0,0.04,10,2009
The Urbz: Sims in the City (all regions sales),Simulation,DS,Electronic Arts,0.44,0.4,0.01,0.02,0.0,11,2004
Puppy Luv: Spa and Resort,Simulation,DS,Activision,0.44,0.4,0.0,0.0,0.03,9,2007
Tongari Boushi to Mahou no Otana,Simulation,DS,Konami,0.44,0.0,0.0,0.44,0.0,11,2010
Star Wars: Jedi Starfighter,Simulation,XB,LucasArts,0.44,0.35,0.07,0.0,0.02,5,2002
Wonder Project J: Kikai no Shonen Pino,Simulation,SNES,Enix,0.43,0.0,0.0,0.43,0.0,12,1994
Petz Bunnyz,Simulation,DS,Ubisoft,0.43,0.39,0.01,0.0,0.03,3,2008
Mobile Suit Gundam: Zeonic Front,Simulation,PS2,Bandai,0.43,0.09,0.07,0.25,0.02,1,2002
Petz: Horsez 2,Simulation,DS,Ubisoft,0.43,0.39,0.0,0.0,0.03,11,2007
The Sims,Simulation,XB,Electronic Arts,0.42,0.31,0.1,0.0,0.01,3,2003
Colony Wars,Simulation,PS,Psygnosis,0.42,0.24,0.16,0.0,0.03,11,1997
Horsez,Simulation,DS,Ubisoft,0.42,0.38,0.01,0.0,0.03,11,2006
Petz: Horsez 2,Simulation,Wii,Ubisoft,0.42,0.39,0.0,0.0,0.03,11,2007
Dance Dance Revolution Ultramix 2,Simulation,XB,Konami,0.42,0.32,0.09,0.0,0.02,11,2004
Farming Simulator 2015,Simulation,PS3,Focus Home Interactive,0.42,0.13,0.22,0.0,0.07,5,2015
Blazing Angels: Squadrons of WWII,Simulation,X360,Ubisoft,0.42,0.36,0.02,0.0,0.03,3,2006
Star Wars Starfighter: Special Edition,Simulation,XB,LucasArts,0.42,0.3,0.1,0.0,0.02,11,2001
Zone of the Enders: The 2nd Runner,Simulation,PS2,Konami,0.41,0.15,0.12,0.11,0.04,3,2003
Farming Simulator 2015,Simulation,PS4,Focus Home Interactive,0.41,0.13,0.22,0.0,0.07,5,2015
Fantastic Pets,Simulation,X360,THQ,0.41,0.3,0.08,0.0,0.04,4,2011
Armored Core,Simulation,PS,Sony Computer Entertainment,0.41,0.13,0.09,0.16,0.03,10,1997
Densha De Go! 2,Simulation,PS,Taito,0.41,0.0,0.0,0.38,0.03,3,1999
Harvest Moon: Grand Bazaar,Simulation,DS,Natsume,0.41,0.21,0.05,0.13,0.02,8,2010
Armored Core 2: Another Age,Simulation,PS2,Agetec,0.41,0.11,0.08,0.19,0.03,8,2001
Moshi Monsters: Moshlings Theme Park,Simulation,DS,Activision,0.4,0.03,0.35,0.0,0.03,10,2012
Style Lab: Makeover,Simulation,DS,Ubisoft,0.4,0.34,0.04,0.0,0.03,11,2009
Sid Meier's Civilization: Beyond Earth,Simulation,PC,2K Games,0.4,0.14,0.23,0.0,0.03,10,2014
Spore Hero,Simulation,Wii,Electronic Arts,0.4,0.35,0.02,0.0,0.03,10,2009
The Urbz: Sims in the City,Simulation,GC,Electronic Arts,0.4,0.24,0.14,0.0,0.02,11,2004
Farming Simulator 2015,Simulation,X360,Focus Home Interactive,0.4,0.24,0.12,0.0,0.04,5,2015
Armored Core V,Simulation,PS3,Namco Bandai,0.4,0.09,0.04,0.24,0.02,3,2012
Harvest Moon: Save the Homeland,Simulation,PS2,Natsume,0.4,0.19,0.15,0.0,0.05,11,2001
Littlest Pet Shop,Simulation,Wii,Electronic Arts,0.4,0.33,0.04,0.0,0.03,10,2008
The Sims 2,Simulation,GBA,Electronic Arts,0.39,0.28,0.1,0.0,0.01,10,2005
Tokimeki Memorial 2,Simulation,PS,Konami,0.39,0.0,0.0,0.36,0.03,11,1999
Farming Simulator 2013,Simulation,X360,Focus Home Interactive,0.39,0.22,0.13,0.0,0.03,11,2013
Tropico 5,Simulation,PS4,Kalypso Media,0.38,0.07,0.18,0.08,0.05,4,2015
Tamagotchi Connection: Corner Shop 3,Simulation,DS,Namco Bandai,0.38,0.06,0.0,0.31,0.01,6,2008
Tokimeki Memorial: Forever with You,Simulation,SAT,Konami,0.38,0.0,0.0,0.38,0.0,7,1996
Petz Rescue: Wildlife Vet,Simulation,DS,Ubisoft,0.38,0.35,0.0,0.0,0.03,10,2008
Paws & Claws: Pampered Pets,Simulation,DS,THQ,0.38,0.35,0.0,0.0,0.03,1,2009
Imagine: Party Babyz,Simulation,Wii,Ubisoft,0.38,0.33,0.02,0.0,0.03,11,2008
Dance Dance Revolution Ultramix 3,Simulation,XB,Konami,0.38,0.28,0.08,0.0,0.01,11,2005
Puppy Palace,Simulation,DS,Ubisoft,0.38,0.35,0.0,0.0,0.03,2,2008
Petz: Catz 2,Simulation,PS2,Ubisoft,0.37,0.18,0.14,0.0,0.05,11,2007
ZhuZhu Pets: Featuring The Wild Bunch,Simulation,Wii,Activision,0.37,0.31,0.03,0.0,0.03,10,2010
Imagine: Salon Stylist,Simulation,DS,Ubisoft,0.37,0.23,0.11,0.0,0.03,9,2009
Hell's Kitchen: The Game,Simulation,DS,Ubisoft,0.37,0.34,0.0,0.0,0.03,9,2008
Dawn of Discovery,Simulation,PC,Ubisoft,0.37,0.0,0.32,0.0,0.05,6,2009
The Sims 2: Castaway,Simulation,PS2,Electronic Arts,0.37,0.3,0.01,0.0,0.05,10,2007
Build-A-Bear Workshop: A Friend Fur All Seasons,Simulation,Wii,Game Factory,0.36,0.33,0.0,0.0,0.03,10,2008
Monster Rancher 3,Simulation,PS2,Tecmo,0.36,0.11,0.09,0.14,0.03,9,2001
MechWarrior 2: 31st Century Combat,Simulation,PS,Activision,0.36,0.2,0.14,0.0,0.02,2,1997
MechAssault 2: Lone Wolf,Simulation,XB,Microsoft Game Studios,0.36,0.27,0.08,0.0,0.01,12,2004
Hamster Club 3,Simulation,GBA,Jorudan,0.36,0.0,0.0,0.35,0.01,3,2002
Dance Dance Revolution 3rdMix,Simulation,PS,Konami,0.36,0.0,0.0,0.33,0.02,6,2000
Kinectimals: Now with Bears!,Simulation,X360,Microsoft Studios,0.36,0.27,0.06,0.0,0.03,10,2011
Harvest Moon: The Tale of Two Towns,Simulation,3DS,Natsume,0.36,0.28,0.0,0.05,0.02,11,2011
Trauma Center: Under the Knife,Simulation,DS,Atlus,0.36,0.3,0.01,0.02,0.03,10,2005
The Sims 4: City Living,Simulation,PC,Electronic Arts,0.35,0.03,0.3,0.0,0.02,11,2016
The Sims 4: Get Together,Simulation,PC,Electronic Arts,0.35,0.05,0.27,0.0,0.02,12,2015
DanceDanceRevolution,Simulation,Wii,Konami,0.34,0.28,0.04,0.0,0.02,11,2010
Monster Rancher 4,Simulation,PS2,Tecmo,0.34,0.08,0.06,0.19,0.02,11,2003
Trauma Center: Second Opinion,Simulation,Wii,Atlus,0.34,0.28,0.01,0.03,0.03,11,2006
Thunderstrike: Operation Phoenix,Simulation,PS2,Eidos Interactive,0.34,0.17,0.13,0.0,0.04,10,2001
SimCity Creator,Simulation,DS,Electronic Arts,0.34,0.29,0.02,0.0,0.03,9,2008
The Urbz: Sims in the City,Simulation,XB,Electronic Arts,0.34,0.22,0.11,0.0,0.01,11,2004
The Sims 3: Town Life Stuff,Simulation,PC,Electronic Arts,0.34,0.11,0.18,0.0,0.05,7,2011
My Baby Boy,Simulation,DS,SouthPeak Interactive,0.34,0.3,0.02,0.0,0.03,11,2008
Imagine: Movie Star,Simulation,DS,Ubisoft,0.34,0.31,0.0,0.0,0.03,11,2008
The Sims 2,Simulation,GC,Electronic Arts,0.33,0.26,0.07,0.0,0.01,10,2005
