Title,Genre,Console,Publisher,Total Sales (m),NA Sales (m),EU Sales (m),JP Sales (m),Other Sales (m),Release Month,Release Year
Memories Off 6: T-Wave,Adventure,PSP,5pb,0.01,0.0,0.0,0.01,0.0,5,2009
Side Kicks!,Adventure,PSV,Nippon Ichi Software,0.01,0.0,0.0,0.01,0.0,3,2017
Bamboo Blade: Sorekara no Chousen,Adventure,PSP,Gadget Soft,0.01,0.0,0.0,0.01,0.0,5,2009
No Fate! Only the Power of Will,Adventure,PSP,Alchemist,0.01,0.0,0.0,0.01,0.0,2,2010
Memories Off 2nd,Adventure,PSP,5pb,0.01,0.0,0.0,0.01,0.0,5,2008
RepKiss,Adventure,PSV,Entergram,0.01,0.0,0.0,0.01,0.0,4,2017
Sherlock Holmes vs. Jack the Ripper,Adventure,PC,Focus Home Interactive,0.01,0.0,0.01,0.0,0.0,5,2009
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Adventure,PC,Activision,0.01,0.0,0.01,0.0,0.0,10,2009
Arabians Lost: The Engagement on Desert,Adventure,DS,Prototype,0.01,0.0,0.0,0.01,0.0,9,2009
Little Anchor,Adventure,PS2,D3 Publisher,0.01,0.0,0.0,0.01,0.0,4,2009
Puffins: Island Adventure,Adventure,DS,Majesco,0.01,0.01,0.0,0.0,0.0,5,2009
Dear Girl: Stories Hibiki - Hibiki Tokkun Daisakusen!,Adventure,DS,ASCII Media Works,0.01,0.0,0.0,0.01,0.0,12,2009
Mitsu x Mitsu Drops: Love x Love Honey Life,Adventure,PS2,Idea Factory,0.01,0.0,0.0,0.01,0.0,4,2006
Majin Tantei Nougami Neuro: Neuro to Miko no Bishoku Sanmai,Adventure,DS,Marvelous Interactive,0.01,0.0,0.0,0.01,0.0,6,2008
Tayutama: Kiss on my Deity,Adventure,X360,5pb,0.01,0.0,0.0,0.01,0.0,11,2009
Teikoku Kaleido: Kakumei no Rondo,Adventure,PSV,Dramatic Create,0.01,0.0,0.0,0.01,0.0,9,2017
Fata Morgana no Kan: Collected Edition,Adventure,PSV,Dramatic Create,0.01,0.0,0.0,0.01,0.0,3,2017
Vampire Saga: Welcome to Hell Lock,Adventure,PC,Alawar Entertainment,0.01,0.0,0.01,0.0,0.0,7,2011
Fortissimo,Adventure,PSV,Otomate Idea Factory,0.01,0.0,0.0,0.01,0.0,3,2018
Fushigi Yuugi: Suzaku Ibun,Adventure,PS2,Idea Factory,0.01,0.0,0.0,0.01,0.0,5,2008
Chouchou Jiken Rhapsodic,Adventure,PSV,Idea Factory,0.01,0.0,0.0,0.01,0.0,11,2017
Edel Blume,Adventure,PS2,Idea Factory,0.01,0.0,0.0,0.01,0.0,4,2008
Soukai Buccaneers,Adventure,PSV,Unknown,0.01,0.0,0.0,0.01,0.0,7,2014
Captain Earth: Mind Labyrinth,Adventure,PSV,Namco Bandai Games,0.01,0.0,0.0,0.01,0.0,2,2015
Beyond the Legend - Mysteries of Olympus,Adventure,PC,GSP,0.01,0.0,0.01,0.0,0.0,5,2016
Clear: Atarashii Kaze no Fuku Oka de,Adventure,PS2,Sweets,0.01,0.0,0.0,0.01,0.0,2,2009
NUGA-CEL!,Adventure,PS2,Idea Factory,0.01,0.0,0.0,0.01,0.0,7,2009
Canvas 3: Tanshoku no Pastel,Adventure,PS2,GN Software,0.01,0.0,0.0,0.01,0.0,9,2009
DS Dengeki Bunko ADV: Baccano!,Adventure,DS,Media Works,0.01,0.0,0.0,0.01,0.0,2,2008
NG,Adventure,PSV,Experience Inc.,0.01,0.0,0.0,0.01,0.0,9,2018
Karumaruka Circle,Adventure,PSV,Entergram,0.01,0.0,0.0,0.01,0.0,6,2017
Ouran Koukou Host Bu DS,Adventure,DS,Idea Factory,0.01,0.0,0.0,0.01,0.0,3,2009
Rosario to Vampire CAPU 2: Koi to Yume no Kyousoukyoku,Adventure,PS2,Compile Heart,0.01,0.0,0.0,0.01,0.0,7,2009
Darkness and Sorrow: 5 Game Pack,Adventure,PC,Focus Multimedia,0.01,0.0,0.01,0.0,0.0,9,2014
The City of Lost Children,Adventure,PS,Psygnosis,0.01,0.0,0.0,0.0,0.0,5,1997
Pirates of Black Cove,Adventure,PC,Paradox Interactive,0.01,0.0,0.01,0.0,0.0,8,2011
Shinkyouku Soukai Polyphonica: 3&4 Hanashi Kanketsuhen,Adventure,PS2,Prototype,0.01,0.0,0.0,0.01,0.0,12,2007
Rewrite: Harvest Festa!,Adventure,PSV,Prototype,0.01,0.0,0.0,0.01,0.0,5,2017
Chronicles of Mystery: The Scorpio Ritual,Adventure,PC,City Interactive,0.01,0.0,0.01,0.0,0.0,11,2008
Bratz: Forever Diamondz,Adventure,GBA,THQ,0.01,0.01,0.0,0.0,0.0,9,2006
Secret Files 2: Puritas Cordis,Adventure,DS,Deep Silver,0.01,0.0,0.01,0.0,0.0,5,2009
Harakuju Tantei Gakuen: Steel Wood,Adventure,PSP,Idea Factory,0.01,0.0,0.0,0.01,0.0,4,2010
Harry Potter and the Goblet of Fire,Adventure,PC,Electronic Arts,0.01,0.0,0.01,0.0,0.0,11,2005
Kira * Kira: Rock 'n' Roll Show,Adventure,PS2,Princess Soft,0.01,0.0,0.0,0.01,0.0,2,2009
Moujuu-Tachi to Ohimesama: In Blossom,Adventure,PSV,Idea Factory,0.01,0.0,0.0,0.01,0.0,9,2017
Myself; Yourself: Sorezore no Finale,Adventure,PS2,Yeti,0.01,0.0,0.0,0.01,0.0,5,2009
Days of Memories 3,Adventure,DS,SNK Playmore,0.01,0.0,0.0,0.01,0.0,5,2009
Renai 0 Kilometer,Adventure,PSV,Kaga Create,0.01,0.0,0.0,0.01,0.0,8,2014
Monobeno: Pure Smile,Adventure,PSV,HuneX,0.01,0.0,0.0,0.01,0.0,9,2014
Momotsuki: Koufuu no Misasagi-Ou,Adventure,PS2,Kadokawa Shoten,0.01,0.0,0.0,0.01,0.0,10,2009
The Tiny Bang Story,Adventure,PC,Unknown,0.01,0.0,0.01,0.0,0.0,4,2011
The Adventures of Tintin: The Game,Adventure,PC,Ubisoft,0.01,0.0,0.0,0.0,0.0,12,2011
Akiba's Trip 2+A,Adventure,PS4,Acquire,0.01,0.0,0.0,0.01,0.0,2,2017
Date A Live: Rio Reincarnation HD,Adventure,PS4,Compile Heart,0.01,0.0,0.0,0.01,0.0,10,2017
Hanasaki Work Spring!,Adventure,PSV,Entergram,0.01,0.0,0.0,0.01,0.0,4,2017
Desert Kingdom,Adventure,PS2,Idea Factory,0.01,0.0,0.0,0.01,0.0,5,2010
Orfleurs: Koufuku no Hanataba,Adventure,PSV,Dramatic Create,0.01,0.0,0.0,0.01,0.0,1,2017
Survivor,Adventure,Wii,Valcon Games,0.01,0.01,0.0,0.0,0.0,10,2010
Memories Off: Sorekara,Adventure,PSP,5pb,0.01,0.0,0.0,0.01,0.0,8,2008
Wand of Fortune R2 FD: Kimi ni Sasageru Epilogue,Adventure,PSV,Idea Factory,0.01,0.0,0.0,0.01,0.0,10,2018
Ever17 〜the out of infinity〜 Premium Edition,Adventure,PSP,CyberFront,0.01,0.0,0.0,0.01,0.0,3,2009
Nancy Drew: Secret of the Scarlet Hand,Adventure,PC,DreamCatcher Interactive,0.01,0.01,0.0,0.0,0.0,9,2002
Kurenai no Homura: Sanada Ninpou Chou,Adventure,PSV,Idea Factory,0.01,0.0,0.0,0.01,0.0,6,2018
Leisure Suit Larry: Wet Dreams Don't Dry,Adventure,PC,Assemble Entertainment,0.01,0.0,0.01,0.0,0.0,11,2018
Shin Hisui no Shizuku: Hiiro no Kakera 2,Adventure,PS2,Idea Factory,0.01,0.0,0.0,0.01,0.0,10,2009
Tsuihou Senkyo,Adventure,PSV,Nippon Ichi Software,0.01,0.0,0.0,0.01,0.0,4,2017
Haunted Hotel: Ancient Curse,Adventure,PC,Big Fish Games,0.01,0.0,0.01,0.0,0.0,2,2016
Yuukyuu no Tierblade: Fragments of Memory,Adventure,PSV,Idea Factory,0.01,0.0,0.0,0.01,0.0,10,2017
Horrible Histories: Ruthless Romans,Adventure,DS,Graffiti,0.01,0.0,0.0,0.0,0.0,3,2010
"Second Novel: Kanojo no Natsu, 15-Bun no Kioku",Adventure,PSP,Nippon Ichi Software,0.01,0.0,0.0,0.01,0.0,7,2010
Journey to the Center of the Earth,Adventure,DS,THQ,0.01,0.01,0.0,0.0,0.0,6,2008
Lost Identities,Adventure,DS,SVG Distribution,0.01,0.0,0.01,0.0,0.0,3,2011
Suigetsu Portable,Adventure,PSP,GN Software,0.01,0.0,0.0,0.01,0.0,10,2008
Curse: The Eye of Isis,Adventure,XB,DreamCatcher Interactive,0.01,0.01,0.0,0.0,0.0,12,2003
Hakuouki 3D,Adventure,3DS,Aksys Games,0.01,0.0,0.01,0.0,0.0,9,2013
Fukakutei Sekai no Tantei Shinshi: Akugyou Futaasa no Jiken File,Adventure,PS2,Abel,0.01,0.0,0.0,0.01,0.0,1,2009
Simple DS Series Vol. 45: The Misshitsukara no Dasshutsu 2,Adventure,DS,D3 Publisher,0.01,0.0,0.0,0.01,0.0,11,2008
Dark Parables: The Little Mermaid and the Purple Tide,Adventure,PC,Astragon,0.01,0.0,0.01,0.0,0.0,3,2016
Timepiece Ensemble,Adventure,PSV,Entergram,0.01,0.0,0.0,0.01,0.0,2,2017
Memories Off: AfterRain,Adventure,PSP,5pb,0.01,0.0,0.0,0.01,0.0,6,2009
Sakura Note: Imanitsu na Garu Mirai,Adventure,DS,Marvelous Interactive,0.01,0.0,0.0,0.01,0.0,11,2009
Heaven's Hope,Adventure,PC,EuroVideo Medien,0.01,0.0,0.01,0.0,0.0,2,2016
Hoshiiro no Okurimono,Adventure,PS2,Takuyo,0.01,0.0,0.0,0.01,0.0,11,2007
Kurayami no Hate de Kimi o Matsu,Adventure,DS,D3 Publisher,0.01,0.0,0.0,0.01,0.0,10,2009
Final Approach 2: 1st Priority Portable,Adventure,PSP,Princess Soft,0.01,0.0,0.0,0.01,0.0,4,2009
Syberia 2,Adventure,NS,Microids,0.01,0.0,0.01,0.0,0.0,11,2017
Memories Off: Omoide ni Kawaru-Kun,Adventure,PSP,5pb,0.01,0.0,0.0,0.01,0.0,8,2008
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,Adventure,PS2,System Soft,0.01,0.0,0.0,0.01,0.0,11,2008
Shonen Kininden Tsumuji,Adventure,DS,Electronic Arts,0.01,0.0,0.0,0.01,0.0,2,2010
Akagawa Jirou Mystery: Tsuki no Hikari,Adventure,DS,Marvelous Interactive,0.01,0.0,0.0,0.01,0.0,11,2008
Simple DS Series Vol. 47: The Suiri: Shinshou 2009,Adventure,DS,D3 Publisher,0.01,0.0,0.0,0.01,0.0,3,2009
Leisure Suit Larry: Box Office Bust,Adventure,PC,Codemasters,0.01,0.0,0.01,0.0,0.0,3,2009
Oretachi no Sekai wa Shimatteiru,Adventure,PSV,RED Entertainment,0.01,0.0,0.0,0.01,0.0,11,2017
Majo'ou,Adventure,PSP,Quinrose,0.01,0.0,0.0,0.01,0.0,7,2014
Scratches,Adventure,PC,Got Game Entertainment,0.01,0.0,0.01,0.0,0.0,3,2006
Heiligenstadt no Uta,Adventure,PSV,Nippon Cultural Broadcasting eXtend,0.01,0.0,0.0,0.01,0.0,9,2017
PW: Project Witch,Adventure,PSP,GungHo,0.01,0.0,0.0,0.01,0.0,7,2009
Re: Vice[d],Adventure,PSV,Idea Factory,0.01,0.0,0.0,0.01,0.0,7,2014
Like Life Every Hour,Adventure,PSP,GN Software,0.01,0.0,0.0,0.01,0.0,10,2009
Iwaihime: Matsuri,Adventure,PSV,Nippon Ichi Software,0.01,0.0,0.0,0.01,0.0,9,2017
Majin Tantei Nougami Neuro: Battle de Yo!,Adventure,PS2,Compile,0.01,0.0,0.0,0.01,0.0,8,2008
Island,Adventure,PSV,Prototype,0.01,0.0,0.0,0.01,0.0,2,2017
Tori no Hoshi: Aerial Planet,Adventure,PS2,Nippon Ichi Software,0.01,0.0,0.0,0.01,0.0,2,2008
Dark Fall 3: Lost Souls,Adventure,PC,The Adventure Company,0.01,0.0,0.0,0.0,0.0,1,2010
Hiiro no Kakera Twin Pack,Adventure,PS2,Idea Factory,0.01,0.0,0.0,0.01,0.0,10,2009
Twisted Lands: Insomniac,Adventure,PC,Alawar Entertainment,0.01,0.01,0.0,0.0,0.0,10,2011
Enigmatis 3: The Shadow Of Karkhala,Adventure,PC,GSP,0.01,0.0,0.01,0.0,0.0,6,2017
Taishou Yakyuujou: Otome Tatsuno Seishun Nikki,Adventure,PSP,5pb,0.01,0.0,0.0,0.01,0.0,10,2009
Princess Nightmare,Adventure,PS2,Karin Entertainment,0.01,0.0,0.0,0.01,0.0,4,2008
Steam Prison: Nanatsu no Bitoku,Adventure,PSV,Dramatic Create,0.01,0.0,0.0,0.01,0.0,9,2017
Under the Moon: Crescent,Adventure,PS2,Dimple Entertainment,0.01,0.0,0.0,0.01,0.0,6,2009
Kamidanomi Shisugite Ore no Mirai ga Yabai.,Adventure,PSV,Entergram,0.01,0.0,0.0,0.01,0.0,11,2017
KLAP!! Kind Love And Punish: Fun Party,Adventure,PSV,Idea Factory,0.01,0.0,0.0,0.01,0.0,3,2017
Memories Off 6: Next Relation,Adventure,X360,5pb,0.01,0.0,0.0,0.01,0.0,8,2009
Akai Ito Destiny DS,Adventure,DS,Alchemist,0.01,0.0,0.0,0.01,0.0,3,2009
Hidden Expedition: The Crown of Solomon,Adventure,PC,Focus Multimedia,0.01,0.0,0.01,0.0,0.0,11,2014
Nancy Drew: Message in a Haunted Mansion,Adventure,GBA,DreamCatcher Interactive,0.01,0.0,0.0,0.0,0.0,11,2001
Tokeijikake no Ley Line: Kagerou ni Samayou Majo,Adventure,PSV,Dramatic Create,0.01,0.0,0.0,0.01,0.0,4,2017
Monochrome Fighter: Cross Road,Adventure,PS2,5pb,0.01,0.0,0.0,0.01,0.0,11,2008
Enkeltbillet,Adventure,PSP,Idea Factory,0.01,0.0,0.0,0.01,0.0,7,2014
Dynamic Chord feat. Apple-Polisher: V Edition,Adventure,PSV,honeybee,0.01,0.0,0.0,0.01,0.0,6,2018
Harukanaru Toki no Naka de 4,Adventure,Wii,KOEI,0.01,0.0,0.0,0.01,0.0,6,2008
Nancy Drew: The Phantom of Venice,Adventure,PC,Her Interactive,0.01,0.0,0.0,0.0,0.0,7,2008
The Spiderwick Chronicles,Adventure,PC,Sierra Entertainment,0.01,0.0,0.0,0.0,0.0,2,2008
Natalie Brooks: The Treasures of the Lost Kingdom,Adventure,DS,Foreign Media Games,0.01,0.0,0.0,0.0,0.0,10,2010
Skip Beat!,Adventure,PS2,5pb,0.01,0.0,0.0,0.01,0.0,5,2009
Jewel Quest 6: The Sapphire Dragon,Adventure,PC,Avanquest Software,0.01,0.0,0.0,0.0,0.0,3,2012
The Aly & AJ Adventure,Adventure,DS,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.0,10,2007
Nizu no Senritsu Portable 2: Hi no Kioku,Adventure,PSP,CyberFront,0.01,0.0,0.0,0.01,0.0,2,2010
Infinite Loop: Kojjou ga Miseta Yume,Adventure,PSP,Nippon Ichi Software,0.01,0.0,0.0,0.01,0.0,7,2008
Nancy Drew: The Deadly Secret of Olde World Park,Adventure,DS,Majesco,0.01,0.0,0.0,0.0,0.0,9,2007
Tokyo Yamanote Boys for V: Main Disc,Adventure,PSV,Rejet,0.01,0.0,0.0,0.01,0.0,6,2017
NadePro!! Kisama no Seiyuu Yatte Miro!,Adventure,PS2,GungHo,0.01,0.0,0.0,0.01,0.0,10,2009
