Title,Genre,Console,Publisher,Total Sales (m),NA Sales (m),EU Sales (m),JP Sales (m),Other Sales (m),Release Month,Release Year
12-Sai. Honto no Kimochi,Adventure,3DS,Happinet,0.07,0.0,0.0,0.07,0.0,12,2014
Vampire Knight DS,Adventure,DS,D3 Publisher,0.07,0.0,0.0,0.07,0.0,1,2009
Vampire Legends: Power of Three,Adventure,DS,THQ,0.07,0.07,0.0,0.0,0.01,6,2010
Second Sight,Adventure,XB,Codemasters,0.07,0.05,0.02,0.0,0.0,9,2004
Ecco: The Tides of Time,Adventure,GEN,Sega,0.07,0.0,0.0,0.07,0.0,8,1994
Classic NES Series: Metroid,Adventure,GBA,Nintendo,0.07,0.0,0.0,0.07,0.0,10,2004
Shadowgate 64: Trials of the Four Towers,Adventure,N64,Kemco,0.07,0.06,0.01,0.0,0.0,5,1999
GunParade Orchestra: Shiro no Shou,Adventure,PS2,Sony Computer Entertainment,0.07,0.0,0.0,0.07,0.0,1,2006
Let's Ride! Dreamer,Adventure,GBA,THQ,0.07,0.05,0.02,0.0,0.0,3,2006
Tomb Raider: Legend,Adventure,DS,Eidos Interactive,0.07,0.04,0.02,0.0,0.01,11,2006
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,Adventure,DS,Alchemist,0.07,0.0,0.0,0.07,0.0,6,2008
Subnautica,Adventure,XOne,Gearbox Software,0.07,0.06,0.0,0.0,0.01,12,2018
Broken Sword 5: The Serpent's Curse,Adventure,PS4,Unbalance,0.07,0.0,0.06,0.0,0.01,4,2019
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,Adventure,PS2,Alchemist,0.07,0.0,0.0,0.07,0.0,12,2007
Suzumiya Haruhi no Gekidou,Adventure,Wii,Kadokawa Shoten,0.07,0.0,0.0,0.07,0.0,1,2009
Minecraft: Story Mode,Adventure,WiiU,Mojang,0.07,0.04,0.03,0.0,0.01,12,2016
Hikaru no Go: Heian Gensou Ibunroku,Adventure,PS,Konami,0.07,0.0,0.0,0.06,0.0,5,2002
Lifeline,Adventure,PS2,Konami,0.07,0.03,0.03,0.0,0.01,3,2004
Jake Power: Handyman,Adventure,DS,Ubisoft,0.07,0.06,0.0,0.0,0.01,3,2009
Hakuouki: Junsouroku,Adventure,PS3,Aksys Games,0.07,0.03,0.0,0.03,0.01,5,2014
Obscure,Adventure,PS2,DreamCatcher Interactive,0.07,0.03,0.03,0.0,0.01,4,2005
Sherlock Holmes: Crimes & Punishments,Adventure,PS3,Focus Home Interactive,0.07,0.03,0.03,0.0,0.01,9,2014
Hello Neighbor: Hide & Seek,Adventure,NS,Gearbox Software,0.07,0.06,0.0,0.0,0.01,12,2018
Freddi Fish: Kelp Seed Mystery,Adventure,Wii,Majesco,0.07,0.06,0.0,0.0,0.0,8,2008
Home Sweet Home (2017),Adventure,PS4,Mastiff,0.07,0.05,0.0,0.0,0.01,10,2018
everGirl,Adventure,GBA,THQ,0.07,0.05,0.02,0.0,0.0,10,2005
Mahouka Koukou no Rettousei: Out of Order,Adventure,PSV,Namco Bandai Games,0.07,0.0,0.0,0.07,0.0,12,2014
Batman: The Enemy Within,Adventure,PS4,Telltale Games,0.07,0.05,0.0,0.0,0.01,10,2017
Hello Neighbor: Hide & Seek,Adventure,PS4,Gearbox Software,0.07,0.05,0.0,0.0,0.01,12,2018
Hello Neighbor: Hide & Seek,Adventure,XOne,Gearbox Software,0.07,0.06,0.0,0.0,0.01,12,2018
Gambler Densetsu Tetsuya,Adventure,PS2,Athena,0.07,0.0,0.0,0.07,0.0,6,2001
Steins;Gate 0,Adventure,PS4,PQube,0.07,0.0,0.0,0.07,0.0,11,2016
Yoake Yori Ruriiro na: Brighter than Dawning Blue,Adventure,PS2,Aria,0.07,0.0,0.0,0.07,0.0,12,2006
Crime Lab: Body of Evidence,Adventure,DS,City Interactive,0.07,0.05,0.01,0.0,0.0,10,2010
"Flower, Sun, and Rain",Adventure,DS,Marvelous Interactive,0.07,0.06,0.0,0.0,0.01,6,2009
Lost in Blue 2,Adventure,DS,Konami,0.07,0.01,0.01,0.05,0.0,3,2007
Discworld,Adventure,PS,Psygnosis,0.06,0.04,0.02,0.0,0.0,1,1995
Pirates: The Legend of Black Kat,Adventure,XB,Electronic Arts,0.06,0.05,0.01,0.0,0.0,3,2002
July,Adventure,DC,Fortyfive,0.06,0.0,0.0,0.06,0.0,11,1998
Insecticide,Adventure,DS,Gamecock,0.06,0.06,0.0,0.0,0.01,3,2008
Kanon,Adventure,DC,NEC Interchannel,0.06,0.0,0.0,0.06,0.0,9,2000
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,Adventure,DS,Marvelous Interactive,0.06,0.0,0.0,0.06,0.0,2,2008
Sprung - A Game Where Everyone Scores,Adventure,DS,Ubisoft,0.06,0.06,0.0,0.0,0.0,12,2004
Meitantei Conan: Aoki Houseki no Rinbukyoku,Adventure,DS,Namco Bandai,0.06,0.0,0.0,0.06,0.0,4,2011
To Heart 2: Dungeon Travelers,Adventure,PSV,Aqua Plus,0.06,0.0,0.0,0.06,0.0,4,2015
Code Geass: Hangyaku no Lelouch - Lost Colors,Adventure,PS2,Namco Bandai,0.06,0.0,0.0,0.06,0.0,3,2008
Spy Fox in Dry Cereal,Adventure,Wii,Majesco,0.06,0.06,0.0,0.0,0.0,8,2008
Secret Files: Tunguska,Adventure,Wii,Deep Silver,0.06,0.04,0.01,0.0,0.0,3,2010
Alone in the Dark,Adventure,PS2,Atari,0.06,0.03,0.02,0.0,0.01,6,2008
Higurashi Daybreak Portable,Adventure,PSP,Alchemist,0.06,0.0,0.0,0.06,0.0,11,2008
Sherlock Holmes: The Devil's Daughter,Adventure,PS4,Bigben Interactive,0.06,0.05,0.0,0.0,0.01,10,2016
Another Code R: A Journey into Lost Memories,Adventure,Wii,Nintendo,0.06,0.0,0.03,0.03,0.0,6,2009
Kekkon: Marriage,Adventure,SAT,Shogakukan,0.06,0.0,0.0,0.06,0.0,12,1995
KimiKiss,Adventure,PS2,Enterbrain,0.06,0.0,0.0,0.06,0.0,5,2006
The Book of Unwritten Tales: The Critter Chronicles,Adventure,PC,Crimson Cow,0.06,0.0,0.05,0.0,0.01,10,2011
Call of Cthulhu: Dark Corners of the Earth,Adventure,XB,2K Games,0.06,0.05,0.01,0.0,0.0,10,2005
Grey's Anatomy: The Video Game,Adventure,Wii,Ubisoft,0.06,0.05,0.01,0.0,0.0,3,2009
The Next BIG Thing,Adventure,PC,Focus Home Interactive,0.06,0.0,0.05,0.0,0.01,4,2011
New Prince of Tennis: Go to the Top,Adventure,3DS,FuRyu Corporation,0.06,0.0,0.0,0.06,0.0,3,2015
Sherlock Holmes: The Devil's Daughter,Adventure,XOne,Bigben Interactive,0.06,0.05,0.0,0.0,0.01,10,2016
Foster's Home for Imaginary Friends: Imagination Invaders,Adventure,DS,Midway Games,0.06,0.06,0.0,0.0,0.0,11,2007
ICO,Adventure,PS3,Sony Computer Entertainment,0.06,0.0,0.0,0.06,0.0,9,2011
D.C. II P.S.: Da Capo II Plus Situation,Adventure,PS2,Kadokawa Shoten,0.06,0.0,0.0,0.06,0.0,5,2008
Starry * Sky: In Summer - PSP Edition,Adventure,PSP,Asgard,0.06,0.0,0.0,0.06,0.0,9,2010
Broken Sword: The Shadow of the Templars,Adventure,GBA,BAM! Entertainment,0.06,0.04,0.02,0.0,0.0,3,2002
Adventure Time: The Secret of the Nameless Kingdom,Adventure,X360,Little Orbit,0.06,0.0,0.05,0.0,0.0,10,2014
Tenchi Muyou! Ryoukouki Gokuraku,Adventure,SAT,Yumedia,0.06,0.0,0.0,0.06,0.0,9,1995
Theresia...,Adventure,DS,Aksys Games,0.06,0.05,0.0,0.0,0.0,10,2008
Game of Thrones: A Telltale Games Series,Adventure,PS4,Telltale Games,0.06,0.05,0.0,0.0,0.01,11,2015
Policenauts,Adventure,3DO,Konami,0.06,0.0,0.0,0.06,0.0,9,1995
Outcast: Second Contact,Adventure,PS4,Maximum Games,0.06,0.05,0.0,0.0,0.01,11,2017
Rooms: The Main Building,Adventure,Wii,Hudson Soft,0.06,0.05,0.0,0.0,0.0,3,2010
Myst III: Exile,Adventure,XB,Ubisoft,0.06,0.04,0.01,0.0,0.0,9,2002
Vitamin X to Z,Adventure,PSP,D3 Publisher,0.06,0.0,0.0,0.06,0.0,2,2011
Gormiti: The Lords of Nature!,Adventure,DS,Konami,0.06,0.05,0.0,0.0,0.0,9,2010
Winx Club: Mission Enchantix,Adventure,DS,Konami,0.06,0.03,0.02,0.0,0.0,11,2008
Utawarerumono: Mask of Deception,Adventure,PS3,Aqua Plus,0.06,0.0,0.0,0.06,0.0,9,2015
Monkey Island: Special Edition Collection,Adventure,X360,Activision,0.06,0.0,0.05,0.0,0.01,9,2011
King's Quest: The Complete Collection,Adventure,PS4,Activision,0.06,0.05,0.0,0.0,0.01,10,2016
Broken Sword II: The Smoking Mirror,Adventure,PS,Crave Entertainment,0.06,0.03,0.02,0.0,0.0,11,1999
Myst,Adventure,SAT,Acclaim Entertainment,0.06,0.0,0.0,0.06,0.0,1,1995
Toaru Kagaku no Chou Denjihou,Adventure,PSP,Kadokawa Shoten,0.06,0.0,0.0,0.06,0.0,12,2011
Angelique Trois,Adventure,PS2,KOEI,0.06,0.0,0.0,0.06,0.0,11,2000
KimiKiss (ebKore+),Adventure,PS2,Enterbrain,0.06,0.0,0.0,0.06,0.0,2,2008
Gold and Glory: The Road to El Dorado,Adventure,PS,Ubisoft,0.06,0.03,0.02,0.0,0.0,12,2000
Goosebumps: The Game,Adventure,3DS,GameMill Entertainment,0.06,0.05,0.0,0.0,0.01,10,2015
Carmen Sandiego: The Secret of the Stolen Drums,Adventure,PS2,BAM! Entertainment,0.06,0.03,0.02,0.0,0.01,9,2004
The Invisible Hours,Adventure,XOne,Tequila Works,0.05,0.05,0.0,0.0,0.01,4,2018
Unsolved Crimes,Adventure,DS,Atari,0.05,0.04,0.01,0.0,0.0,9,2008
Life is Strange,Adventure,PC,Square Enix,0.05,0.01,0.04,0.0,0.0,1,2016
Coraline,Adventure,Wii,D3 Publisher,0.05,0.05,0.0,0.0,0.0,1,2009
Marvel's Guardians of the Galaxy: The Telltale Series,Adventure,XOne,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.0,0.01,5,2017
Hakuouki: Reimeiroku,Adventure,PS2,Idea Factory,0.05,0.0,0.0,0.05,0.0,10,2010
PokePark 2: Wonders Beyond,Adventure,Wii,Nintendo,0.05,0.03,0.0,0.03,0.0,2,2012
Jirou Akagawa: Majotachi no Nemuri,Adventure,SNES,Pack-In-Video,0.05,0.0,0.0,0.05,0.0,11,1995
Black Mirror,Adventure,PS4,THQ Nordic,0.05,0.04,0.0,0.0,0.01,11,2017
LEGO Harry Potter: Years 1-4,Adventure,PC,Warner Bros. Interactive,0.05,0.04,0.01,0.0,0.01,6,2010
"Murder, She Wrote",Adventure,PC,Legacy Interactive,0.05,0.0,0.04,0.0,0.01,11,2009
The Lost Chronicles of Zerzura,Adventure,PC,Unknown,0.05,0.0,0.05,0.0,0.0,3,2012
King Arthur,Adventure,XB,Konami,0.05,0.04,0.01,0.0,0.0,11,2004
Jake Power: Policeman,Adventure,DS,Ubisoft,0.05,0.05,0.0,0.0,0.0,2,2009
Myst IV: Revelation,Adventure,XB,Ubisoft,0.05,0.04,0.01,0.0,0.0,3,2005
Samantha Swift and the Hidden Roses of Athena,Adventure,DS,Mumbo Jumbo,0.05,0.04,0.01,0.0,0.0,7,2010
Scribblenauts Mega Pack,Adventure,NS,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.0,0.01,9,2018
Agatha Christie's The ABC Murders,Adventure,XOne,Unfinished Pixel,0.05,0.04,0.0,0.0,0.01,2,2016
Mr Bean's Wacky World of Wii,Adventure,Wii,Blast! Entertainment Ltd,0.05,0.0,0.05,0.0,0.0,2,2009
Sherlock Holmes: Crimes & Punishments,Adventure,X360,Focus Home Interactive,0.05,0.03,0.02,0.0,0.0,9,2014
Shifters,Adventure,PS2,3DO,0.05,0.03,0.02,0.0,0.01,6,2002
The Mysterious Case of Dr. Jekyll and Mr. Hyde,Adventure,DS,O-Games,0.05,0.02,0.03,0.0,0.0,8,2011
Brothers: A Tale of Two Sons,Adventure,XOne,505 Games,0.05,0.04,0.01,0.0,0.01,9,2015
Back to the Future: The Game,Adventure,Wii,Telltale Games,0.05,0.05,0.0,0.0,0.0,10,2011
Trick x Logic: Season 1,Adventure,PSP,Sony Computer Entertainment,0.05,0.0,0.0,0.05,0.0,7,2010
DokiDoki Majo Shinpan!,Adventure,DS,SNK Playmore,0.05,0.0,0.0,0.05,0.0,7,2007
Starry * Sky: In Spring - PSP Edition,Adventure,PSP,Asgard,0.05,0.0,0.0,0.05,0.0,6,2010
Little Busters! Converted Edition,Adventure,PS2,Prototype,0.05,0.0,0.0,0.05,0.0,12,2009
Sam & Max: Beyond Time and Space,Adventure,Wii,Atari,0.05,0.05,0.0,0.0,0.0,3,2010
Taiho Shichauzo!,Adventure,PS,Pioneer LDC,0.05,0.0,0.0,0.05,0.0,3,2001
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,DS,Activision,0.05,0.05,0.0,0.0,0.0,11,2005
The Idolm@ster: Dearly Stars,Adventure,DS,Namco Bandai,0.05,0.0,0.0,0.05,0.0,9,2009
The Walking Dead: A Telltale Series Collection,Adventure,XOne,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.0,0.01,12,2017
Second Sight,Adventure,GC,Codemasters,0.05,0.04,0.01,0.0,0.0,9,2004
Marriage Royale: Prism Story,Adventure,PSP,ASCII Media Works,0.05,0.0,0.0,0.05,0.0,4,2010
Syberia III,Adventure,PS4,Anuman,0.05,0.04,0.0,0.0,0.01,1,2016
Detective Conan: Prelude from the Past,Adventure,DS,Namco Bandai Games,0.05,0.0,0.0,0.05,0.0,4,2012
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,Adventure,DS,Namco Bandai,0.05,0.0,0.0,0.05,0.0,7,2010
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,Adventure,PSP,Bandai,0.05,0.0,0.0,0.05,0.0,4,2006
Corpse Party,Adventure,PSP,Xseed Games,0.05,0.0,0.0,0.05,0.0,11,2011
Chronicles of the Sword,Adventure,PS,Psygnosis,0.05,0.03,0.02,0.0,0.0,6,1996
Secret Files: Tunguska,Adventure,DS,Deep Silver,0.05,0.04,0.01,0.0,0.0,3,2010
Harukanaru Toki no Naka de 3,Adventure,PS2,KOEI,0.05,0.0,0.0,0.05,0.0,12,2004
Corpse Party: Blood Covered - Repeated Fear,Adventure,3DS,5pb,0.05,0.0,0.0,0.05,0.0,7,2015
Durarara!! 3-way Standoff,Adventure,PSP,ASCII Media Works,0.05,0.0,0.0,0.05,0.0,9,2010
Tokimeki Memorial Girl's Side 2nd Kiss,Adventure,PS2,Konami,0.05,0.0,0.0,0.05,0.0,8,2006
Don't Starve,Adventure,PS4,Klei Entertainment,0.05,0.04,0.0,0.0,0.01,4,2018
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",Adventure,PS2,505 Games,0.05,0.0,0.0,0.05,0.0,2,2008
White Album: Tsuzurareru Fuyu no Omoide,Adventure,PS3,Aquaplus,0.05,0.0,0.0,0.05,0.0,6,2010
Harukanaru Toki no Naka de: Yumenoukihashi,Adventure,DS,KOEI,0.05,0.0,0.0,0.05,0.0,8,2008
Yowamushi Pedal Asu e no High Cadence,Adventure,3DS,Namco Bandai Games,0.05,0.0,0.0,0.05,0.0,1,2015
D.Gray-man: Kami no Shitotachi,Adventure,DS,Konami,0.05,0.0,0.0,0.05,0.0,3,2007
ARK Park,Adventure,PS4,Snail Games USA,0.05,0.04,0.0,0.0,0.01,10,2018
Koihime Musou,Adventure,PS2,Yeti,0.05,0.0,0.0,0.05,0.0,11,2008
Kekkon Zenya,Adventure,SAT,Shogakukan,0.05,0.0,0.0,0.05,0.0,10,1995
Tokimeki Memorial: Girls Side 1st Love,Adventure,DS,Konami,0.05,0.0,0.0,0.05,0.0,3,2007
Treasure Report: Kikai Jikake no Isan,Adventure,DS,Namco Bandai,0.05,0.0,0.0,0.05,0.0,5,2011
LEGO Indiana Jones 2: The Adventure Continues,Adventure,PC,LucasArts,0.05,0.02,0.03,0.0,0.01,11,2009
Detective Conan: Marionette Symphony,Adventure,3DS,Namco Bandai Games,0.05,0.0,0.0,0.05,0.0,4,2013
M&M's Adventure,Adventure,DS,Zoo Digital Publishing,0.05,0.04,0.0,0.0,0.0,12,2008
Batman: The Enemy Within,Adventure,XOne,Telltale Games,0.05,0.04,0.0,0.0,0.01,10,2017
Wii de Asobu Chibi-Robo!,Adventure,Wii,Nintendo,0.05,0.0,0.0,0.05,0.0,6,2009
To Heart 2 DX Plus,Adventure,PS3,Aquaplus,0.05,0.0,0.0,0.05,0.0,9,2011
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,Adventure,PSP,Namco Bandai,0.05,0.0,0.0,0.05,0.0,3,2011
Snoopy vs the Red Baron,Adventure,PSP,Namco Bandai,0.05,0.04,0.0,0.0,0.0,10,2006
Crusader: No Remorse,Adventure,PS,Electronic Arts,0.05,0.03,0.02,0.0,0.0,12,1996
King's Quest: The Complete Collection,Adventure,XOne,Activision,0.05,0.04,0.0,0.0,0.01,10,2016
Time Travelers,Adventure,PSV,Level 5,0.05,0.0,0.0,0.05,0.0,7,2012
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,Adventure,PSV,ChunSoft,0.05,0.0,0.0,0.05,0.0,12,2011
Hiiro no Kakera DS,Adventure,DS,Idea Factory,0.05,0.0,0.0,0.05,0.0,5,2008
Arcana Famiglia: La storia della Aracana Famiglia,Adventure,PSP,Comfort,0.05,0.0,0.0,0.05,0.0,10,2011
Jake Hunter Detective Story: Ghost of the Dusk,Adventure,3DS,Aksys Games,0.05,0.03,0.0,0.01,0.0,9,2018
The Misadventures of Tron Bonne,Adventure,PS,Capcom,0.05,0.03,0.02,0.0,0.0,4,2000
March of the Penguins,Adventure,DS,DSI Games,0.05,0.04,0.0,0.0,0.0,11,2006
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,Adventure,PS4,NIS America,0.05,0.04,0.0,0.0,0.01,9,2016
Lux-Pain,Adventure,DS,Ignition Entertainment,0.05,0.04,0.0,0.0,0.0,3,2009
Kimi ni Todoke: Tsutaeru Kimochi,Adventure,DS,Banpresto,0.05,0.0,0.0,0.05,0.0,4,2011
Grey's Anatomy: The Video Game,Adventure,DS,Ubisoft,0.04,0.03,0.01,0.0,0.0,3,2009
Tomoyo After: It's a Wonderful Life CS Edition,Adventure,PSP,Prototype,0.04,0.0,0.0,0.04,0.0,2,2009
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,Adventure,3DS,Happinet,0.04,0.0,0.0,0.04,0.0,11,2014
Shaun the Sheep,Adventure,DS,D3 Publisher,0.04,0.04,0.0,0.0,0.0,9,2008
Zero Escape The Nonary Games,Adventure,PS4,Aksys Games,0.04,0.03,0.0,0.01,0.01,3,2017
D.C.F.S.: Da Capo Four Seasons,Adventure,PS2,Kadokawa Shoten,0.04,0.0,0.0,0.04,0.0,12,2005
Hanayori Danshi: Koi Seyo Onago,Adventure,DS,Konami,0.04,0.0,0.0,0.04,0.0,7,2008
Cat Quest,Adventure,NS,PQube,0.04,0.04,0.0,0.0,0.0,10,2018
Black Mirror 2,Adventure,PC,DTP Entertainment,0.04,0.0,0.04,0.0,0.01,9,2009
B's-LOG Party♪,Adventure,PSP,Idea Factory,0.04,0.0,0.0,0.04,0.0,5,2010
King Arthur,Adventure,GC,Konami,0.04,0.03,0.01,0.0,0.0,11,2004
Chicken Shoot,Adventure,GBA,Zoo Digital Publishing,0.04,0.03,0.01,0.0,0.0,9,2005
Uta no Prince-Sama: Repeat Love,Adventure,PSV,Broccoli,0.04,0.0,0.0,0.04,0.0,1,2017
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,Adventure,PSV,5pb,0.04,0.0,0.0,0.04,0.0,10,2016
Corpse Party: Book of Shadows,Adventure,PSP,5pb,0.04,0.0,0.0,0.04,0.0,9,2011
428: Fuusa Sareta Shibuya de,Adventure,PSP,Spike,0.04,0.0,0.0,0.04,0.0,9,2009
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,Adventure,PS2,Konami,0.04,0.0,0.0,0.04,0.0,12,2006
To Heart 2 Portable,Adventure,PSP,Aquaplus,0.04,0.0,0.0,0.04,0.0,7,2009
Runaway: A Twist of Fate,Adventure,PC,Focus Home Interactive,0.04,0.0,0.04,0.0,0.01,11,2009
Twilight Syndrome: Kinjiratera Toshi Densetsu,Adventure,DS,Spike,0.04,0.0,0.0,0.04,0.0,7,2008
The Smurfs,Adventure,PS,Atari,0.04,0.02,0.02,0.0,0.0,12,1999
Blood Will Tell: Tezuka Osamu's Dororo,Adventure,PS2,Sega,0.04,0.02,0.02,0.0,0.01,9,2004
Coraline,Adventure,DS,D3 Publisher,0.04,0.04,0.0,0.0,0.0,1,2009
The Wolf Among Us,Adventure,PSV,Telltale Games,0.04,0.03,0.0,0.0,0.01,11,2014
Heavy Rain: Move Edition,Adventure,PS3,Sony Computer Entertainment,0.04,0.0,0.03,0.0,0.01,10,2010
Kanuchi: Shiroki Tsubasa no Shou,Adventure,PS2,Idea Factory,0.04,0.0,0.0,0.04,0.0,10,2008
Saki Portable,Adventure,PSP,Alchemist,0.04,0.0,0.0,0.04,0.0,3,2010
Renai Revenge,Adventure,PSV,TGL,0.04,0.0,0.0,0.04,0.0,10,2015
Sea Monsters: A Prehistoric Adventure,Adventure,Wii,DSI Games,0.04,0.04,0.0,0.0,0.0,12,2007
Secret Files: Tunguska,Adventure,PC,The Adventure Company,0.04,0.0,0.04,0.0,0.0,10,2006
Diabolik Lovers: Lunatic Parade,Adventure,PSV,Idea Factory,0.04,0.0,0.0,0.04,0.0,2,2016
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",Adventure,DS,Marvelous Interactive,0.04,0.0,0.0,0.04,0.0,10,2006
Adventure Time: Pirates of the Enchiridion,Adventure,XOne,Outright Games,0.04,0.04,0.0,0.0,0.0,7,2018
Amnesia,Adventure,PSP,Idea Factory,0.04,0.0,0.0,0.04,0.0,8,2011
NCIS,Adventure,PC,Ubisoft,0.04,0.01,0.02,0.0,0.01,11,2011
LEGO Indiana Jones: The Original Adventures,Adventure,PC,LucasArts,0.04,0.02,0.02,0.0,0.0,6,2008
Little Busters! Converted Edition,Adventure,PSP,Prototype,0.04,0.0,0.0,0.04,0.0,11,2010
Gormiti: The Lords of Nature!,Adventure,Wii,Konami,0.04,0.03,0.0,0.0,0.0,9,2010
Shukufuku no Campanella Portable,Adventure,PSP,Kadokawa Shoten,0.04,0.0,0.0,0.04,0.0,9,2010
Chaos;Head - Love Chu*Chu!,Adventure,PSP,5pb,0.04,0.0,0.0,0.04,0.0,1,2011
Game of Thrones: A Telltale Games Series,Adventure,XOne,Telltale Games,0.04,0.04,0.0,0.0,0.0,12,2014
12Riven: The Psi-Climinal of Integral,Adventure,PS2,CyberFront,0.04,0.0,0.0,0.04,0.0,3,2008
Alia's Carnival! Sacrament,Adventure,PSV,Dramatic Create,0.04,0.0,0.0,0.04,0.0,10,2015
Game of Thrones: A Telltale Games Series,Adventure,X360,Telltale Games,0.04,0.03,0.0,0.0,0.0,12,2014
Gakuen Hetalia Portable,Adventure,PSP,Idea Factory,0.04,0.0,0.0,0.04,0.0,3,2011
Gray Matter,Adventure,X360,DTP Entertainment,0.04,0.0,0.04,0.0,0.0,2,2011
Scribblenauts Mega Pack,Adventure,XOne,Warner Bros. Interactive Entertainment,0.04,0.04,0.0,0.0,0.0,9,2018
Haunted Casino,Adventure,SAT,Societa,0.04,0.0,0.0,0.04,0.0,9,1996
Arctic Tale,Adventure,Wii,DSI Games,0.04,0.04,0.0,0.0,0.0,10,2007
S.Y.K Renshouden Portable,Adventure,PSP,Idea Factory,0.04,0.0,0.0,0.04,0.0,4,2011
Cube Creator DX,Adventure,3DS,Arc System Works,0.04,0.0,0.0,0.04,0.0,4,2017
Here They Lie,Adventure,PS4,Sony Interactive Entertainment,0.04,0.0,0.03,0.0,0.01,10,2016
Imabikisou,Adventure,PS3,Sega,0.04,0.0,0.0,0.04,0.0,10,2007
Hakuouki: Reimeiroku Portable,Adventure,PSP,Idea Factory,0.04,0.0,0.0,0.04,0.0,7,2011
Reco Love: Blue Ocean,Adventure,PSV,Kadokawa Games,0.04,0.0,0.0,0.04,0.0,10,2016
Super Robot Gakuen,Adventure,DS,Namco Bandai,0.04,0.0,0.0,0.04,0.0,8,2009
Don't Starve: Giant Edition,Adventure,XOne,505 Games,0.04,0.04,0.0,0.0,0.0,4,2018
Clannad,Adventure,PS2,Interchannel,0.04,0.0,0.0,0.04,0.0,2,2006
Scribblenauts Mega Pack,Adventure,PS4,Warner Bros. Interactive Entertainment,0.04,0.03,0.0,0.0,0.01,9,2018
Durarara!! 3way Standoff: Alley,Adventure,PSP,Kadokawa Shoten,0.04,0.0,0.0,0.04,0.0,8,2011
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,Adventure,PSP,Idea Factory,0.04,0.0,0.0,0.04,0.0,3,2011
Zac to Ombra: Maboroshi no Yuuenchi,Adventure,DS,Konami,0.04,0.0,0.0,0.04,0.0,10,2010
Shadow of the Colossus,Adventure,PS3,Sony Computer Entertainment,0.04,0.0,0.0,0.04,0.0,9,2011
99 no Namida,Adventure,DS,Bandai,0.04,0.0,0.0,0.04,0.0,6,2008
Clannad,Adventure,PSP,Prototype,0.04,0.0,0.0,0.04,0.0,5,2008
Ookami to Koushinryou: Boku to Horo no Ichinen,Adventure,DS,ASCII Media Works,0.04,0.0,0.0,0.04,0.0,6,2008
Time Travelers,Adventure,3DS,Level 5,0.04,0.0,0.0,0.04,0.0,7,2012
Herc's Adventures,Adventure,PS,LucasArts,0.04,0.02,0.01,0.0,0.0,7,1997
Dreamfall: The Longest Journey,Adventure,XB,Aspyr,0.04,0.03,0.01,0.0,0.0,4,2006
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,Adventure,PSP,Nippon Ichi Software,0.04,0.0,0.0,0.04,0.0,9,2010
b.l.u.e.: Legend of Water,Adventure,PS,Hudson Soft,0.04,0.0,0.0,0.04,0.0,7,1998
Sherlock Holmes: Secret of The Silver Earring,Adventure,Wii,DreamCatcher Interactive,0.04,0.0,0.03,0.0,0.0,11,2010
CSI: Fatal Conspiracy,Adventure,PC,Ubisoft,0.04,0.0,0.03,0.0,0.01,10,2010
Game of Thrones: A Telltale Games Series,Adventure,PS3,Telltale Games,0.04,0.02,0.02,0.0,0.01,11,2015
Pajama Sam: You are What You Eat From Your Head to Your Feet,Adventure,PS,Infogrames,0.04,0.02,0.01,0.0,0.0,12,2001
Memories Off 6: T-Wave,Adventure,PS2,5pb,0.04,0.0,0.0,0.04,0.0,8,2008
Story Hour: Fairy Tales,Adventure,Wii,Zoo Digital Publishing,0.04,0.04,0.0,0.0,0.0,12,2008
Countdown Vampires,Adventure,PS,Bandai,0.04,0.02,0.01,0.0,0.0,8,2000
Hyakka Hyakurou: Sengoku Ninpoujou,Adventure,PSV,D3Publisher,0.04,0.0,0.0,0.04,0.0,2,2016
Echo Night Beyond,Adventure,PS2,Agetec,0.04,0.02,0.01,0.0,0.0,7,2004
Suzumiya Haruhi no Tsuisou,Adventure,PSP,Namco Bandai,0.04,0.0,0.0,0.04,0.0,5,2011
Tenshou Gakuen Gekkouroku,Adventure,PS2,Asmik Ace Entertainment,0.04,0.0,0.0,0.04,0.0,11,2006
